,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,252.198,37.152,18.25,15.301,23.89,143.24,0.13757296,0.2380202,0.03274514
Pareto solution 1,209.56645170917,48.28196014674319,34.105458023786866,31.893711561419877,38.3354579483144,127.84796136989416,0.13757294,0.23802018,0.032745138
Pareto solution 2,252.19798999455088,37.15200080682405,18.24999885186446,15.301003130884055,23.889997875585664,143.24000287551644,0.13757294,0.23802018,0.032745138
