,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,8.574,272.708,0.533,12.807,3.412,4.914,5.631,8.891,304.514,0.476,57.278,1.996,1.679,602.9,40.761,596.715,5.217,590.995,0.931,0.737,3.235,106.901,47.333,481.209,78.597,173.438,19.359,156.217,60.712,64.509,0.15936846,0.26461947,0.042171996
Pareto solution 1,-20.22565825532365,309.9418659327548,-30.276917700732156,-14.934396994057352,-26.67814811529024,-24.80066286854253,-23.904416478321764,-19.829414540249672,349.6993600748565,-30.348163165685946,40.65434340357524,-28.448152145746462,-28.844404404637316,722.6818146011974,20.008096006813048,714.9506058447696,-24.421896954856493,707.800536120445,-29.77941124408244,-30.021913246393524,-26.89940449297137,102.68309488263947,28.223099105790425,570.5681517753455,67.30309242116823,185.85434676598152,-6.7444080549366845,164.32808658705403,44.9468474237965,49.69309433467788,0.15936846,0.26461947,0.042171996
