,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,53.897,4.19,3.527,31.099,6.187,67.102,373.763,226.404,314.594,5.388,199.742,4.141,6.23,2.619,3.82,5.965,6.715,3792.374,10.692,356.406,3.176,58.696,49.705,17.722,2.119,353.391,63.769,4.483,246.548,32.453,347.177,104.069,3.444,4.288,3.212,4.026,272.549,5.493,3.144,59.651,266.06,266.163,316.384,3.231,2.863,29.805,261.911,3.592,2.861,253.456,6.111,255.621,2.068,2.162,2.533,1.903,2.938,29.386,3.487,124.594,173.515,4.839,0.1830826,0.30582345,0.05599095
Pareto solution 1,77.23506129815541,39.954806594820184,39.45755471840039,60.136559094176846,41.452559850468106,87.1388092708047,317.13455723196034,206.61531202327296,272.7578000448816,40.853307036785054,186.61881230852708,39.918068664846714,41.48481167797377,38.776562927659825,39.67731629423338,41.28605346303448,41.848555780630704,2881.0928193916407,44.831313072348166,304.11681237729135,39.19430361940408,80.83431121349975,74.09106282050016,50.10381548003875,38.40156138259567,301.85554566449923,84.63905837085986,40.17455560453982,221.72331404682166,61.15205992485346,297.19506503681964,114.86406110148886,39.39530757831585,40.02830758699383,39.22131717279967,39.83181486277658,241.22406847238108,40.93205527886403,39.17030593321374,81.55056441589454,236.35731150365768,236.4345545048726,274.1003043555031,39.235565350185425,38.959557850974534,59.166059310584274,233.24556395592856,39.50630405758238,38.95804991737191,226.90430642674153,41.39555098449364,228.52805830584305,38.363302952906224,38.43380602946513,38.712066453284706,38.239566229856564,39.01581634046579,58.851812230853966,39.42755940582151,130.25781048407313,166.94855851660668,40.44156756174743,0.18308257,0.30582342,0.055990934
