,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,18.582,17.08,170.14,13.271,64.108,97.728,14.16,18.836,9.788,14.209,14.894,34.616,451.129,76.02,434.111,9.319,12.5,138.962,12.185,404.366,231.71,59.643,0.14748703,0.26434988,0.038988177
Pareto solution 1,18.58199570065881,17.08000374173571,170.14000110594588,13.271002412468079,64.1079994252641,97.72799731594228,14.159997915443455,18.83599471677735,9.788004797303074,14.209001814975636,14.894000862028406,34.61600673571411,451.12898360622785,76.01999801325337,434.11101370934193,9.319007202928333,12.500002669985406,138.96200638281925,12.184998971337336,404.36601961089764,231.710002472244,59.643000238894274,0.147487,0.26434988,0.03898817
Pareto solution 2,61.95820852901306,61.207211496111995,137.73720965149732,59.30271083147818,84.72120986459595,101.53120815153534,59.74720752952635,62.085206983632816,57.56121097045616,59.77171053273196,60.114209002818825,69.97521193966168,278.23170564211614,90.67720836851095,269.72271226615703,57.32671111982927,58.917210960236844,122.14821255329389,58.75970911091281,254.85021943069296,168.52221191480567,82.48871027141104,0.147487,0.26434988,0.03898817
