,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99,Node_100,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,Node_116,Node_117,Node_118,Node_119,Node_120,Node_121,Node_122,Node_123,Node_124,Node_125,Node_126,Node_127,Node_128,Node_129,Node_130,Node_131,Node_132,Node_133,Node_134,Node_135,Node_136,Node_137,Node_138,Node_139,Node_140,Node_141,Node_142,Node_143,Node_144,Node_145,Node_146,Node_147,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,35.281,7.809,15.967,6.328,6.741,123.136,6.266,6.387,7.552,6.53,39.879,7.388,54.778,202.229,8.586,8.386,28.633,9.168,18.664,7.795,101.88,182.888,507.136,7.926,62.475,1070.252,156.335,892.531,590.139,876.876,181.143,860.068,210.308,608.111,835.649,1086.059,9.127,2.191,4.852,40.145,5.35,2.757,24.925,3.953,5.78,2.457,4.064,4.66,2.573,3.885,100.909,2.807,6.044,63.152,3.106,6.166,11.72,13.05,4.676,42.726,19.044,95.359,21.595,3.608,4.439,3.025,31.473,4.625,33.952,40.631,4.43,3.331,18.525,50.382,4.571,7.511,3.364,123.14,3.595,50.194,4.364,145.36,4.762,5.202,167.577,4.795,4.354,3.941,173.933,4.663,4.446,5.085,66.868,4.418,5.57,297.089,75.694,276.85,27.174,5.718,3.918,20.895,347.341,4.005,78.077,357.449,341.242,4.664,5.874,43.476,4.266,4.071,44.194,143.733,47.888,60.635,3.584,22.828,5.237,8.466,150.317,56.835,5.338,3.932,3.807,13.824,3.397,3.337,4.589,86.912,5.271,16.187,1.996,17.235,3.406,82.161,2.341,14529.259,2.328,2.92,25.981,14522.558,6.737,14495.437,2.867,10.884,14493.214,5.922,0.23700562,0.34981203,0.082907416
Pareto solution 1,257.957547561693,244.22154846524245,248.3005516316207,243.48104179860456,243.68754150876885,301.8850318461609,243.45003798912694,243.51054175719946,244.0930566479601,243.5820446206817,260.25655085534345,244.01104431493695,267.70605106931544,341.4315449529904,244.6100491054931,244.51004302179172,254.6335474849966,244.90104425130085,249.64905122083474,244.21455380997395,291.2570553583537,331.7610405949308,493.8850402218186,244.28004126992528,271.5545453713203,775.4430408579101,318.48455537634436,686.582555620851,535.386537617896,678.755029262893,330.88854478337635,670.3510383909816,345.4710370604207,544.3725581263589,658.1415353736902,783.3465116854459,244.88054991136414,241.4125473693275,242.74303572122517,260.3895367386358,242.99204544878376,241.69553363485284,252.7795441595281,242.2935416870332,243.20704366509926,241.54555073925803,242.34904427658876,242.64705156430318,241.60355391807207,242.2595476624283,290.77153884952895,241.7205570140759,243.33905029665402,271.8930517130393,241.87003279716373,243.40004369059534,246.1770442386569,246.84204360167132,242.65504295794744,261.680050635674,249.83904354456536,287.9965492648571,251.1145539060526,242.121053488112,242.53655349769906,241.8295512297973,256.0535499376929,242.62954743949376,257.29303782454735,260.63254854930165,242.53204194505088,241.98254182715755,249.57954183410402,265.50803311110394,242.60254807015735,244.07254482138524,241.9990492135912,301.8870602961888,242.1145484587123,265.4140424309335,242.4990621454599,312.99703847854835,242.69804260121055,242.91804199604303,324.1055477833015,242.7145499876442,242.49404348030475,242.28754377014047,327.283534431268,242.64853792854774,242.5400508253333,242.8595491913602,273.75104199201087,242.52604402815814,243.10205388951908,388.86154165992593,278.16403994745997,378.74205038018135,253.9040574004066,243.17603985562164,242.27605504886196,250.76454135641688,413.9875499624104,242.31954431799386,279.35554449917254,419.04155124164345,410.93805076006674,242.6490450410547,243.25404774850358,262.0550515912564,242.4500470986659,242.35255909086118,262.41405227291216,312.18354258418367,264.261043456474,270.6345558504927,242.10905765432653,251.73104533478,242.93554612085245,244.55005244992753,315.47555959966485,268.7345451799956,242.98604753189102,242.28304970413046,242.22055245930642,247.2290578776774,242.01555660002487,241.985549528923,242.61153620217738,283.77303652063165,242.9525431331549,248.41056007235602,241.31504187488463,248.9345471851575,242.02005066603488,281.39754667162015,241.487547560444,7504.946701076347,241.4810425310443,241.7770563420072,253.30753571247078,7501.595981416525,243.68554803201732,7488.03530335438,241.7505465985396,245.75904363981135,7486.9239925253205,243.27803941607453,0.2370056,0.3498119,0.082907386
