,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,21.815,55.329,7.558,5.308,138.176,10.057,0.822,32.248,5.417,61.162,29.928,3.33,7.63,4.13,80.057,8.006,0.18552163,0.283364,0.052570153
Pareto solution 1,21.815000189256097,55.32899935148555,7.558001269107194,5.307999934876534,138.175994998056,10.057001621555969,0.8220003646900977,32.24800130100688,5.416998901428997,61.16199821330986,29.92799950851871,3.330000577045439,7.629999063058563,4.129998314067848,80.05699652329872,8.005997852943437,0.1855216,0.283364,0.05257014
Pareto solution 2,25.62540616068935,42.382405402647464,18.496906361458286,17.371905965668248,83.80590132665566,19.746407080333256,15.12890645190032,30.84190661481776,17.42640544894448,45.29890483355962,29.68190574824988,16.382905744102118,18.532905801084553,16.782905426589195,54.74640480252992,18.7209049247017,0.18552162,0.28336397,0.05257014
