,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,36.051,8.748,5.001,7.698,104.225,442.595,6.663,5.934,13.881,39.554,289.372,22.8,11.018,13.286,492.402,5.742,162.809,6.318,6.842,35.757,7.781,443.276,8.403,132.387,7.548,12.181,155.778,12.157,12.894,35.587,134.852,69.708,0.15278682,0.3005586,0.045921393
Pareto solution 1,60.982499817595,47.33100218393338,45.4575014898237,46.805997981246946,95.06949975412704,264.25450178427127,46.288501077200635,45.92399983869109,49.897497075461615,62.73400082837725,187.64300559587355,54.35700069279801,48.4659987228315,49.60000212557043,289.15801117949013,45.827998027841204,124.36150454470408,46.11599940677388,46.37800088642052,60.83550147837468,46.84749891185038,264.5950056102811,47.158500513506624,109.15049736110905,46.73099795995131,49.0475022389337,120.84600116838465,49.03549947906686,49.40399758391504,60.750501183998495,110.38300365637224,77.8110010084589,0.15278664,0.30055857,0.045921333
