,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,9.459,8.716,4.089,3.667,1.052,23.003,8.408,2.986,2.207,22.729,78.697,18.371,2.436,6.593,12.717,1.274,4.123,3.877,0.15246174,0.26406962,0.040260512
Pareto solution 1,8.232832462348824,7.118332088441093,0.1778332128023976,-0.4551669291417966,-4.377666665520792,28.548833876066055,6.6563332074008486,-1.4766662133861246,-2.6451681145822477,28.137833094509006,112.08983756665475,21.600833756348038,-2.3016670183433234,3.9338331672684035,13.119833068444336,-4.044666055204289,0.2288328820213792,-0.14016700233651136,0.15246174,0.26406962,0.040260512
