,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,1.384,0.012,1934.082,0.073,0.001,0.352,0.028,0.056,0.044,0.069,0.002,1936.154,2547.332,0.017,0.001,0.018,0.0,47.374,5.288,42.674,2.307,34.455,0.1431333,0.26210478,0.03751592
Pareto solution 1,-146.82680620320752,-148.88478612438485,2752.2199793239124,-148.79331937054667,-148.90127218025737,-148.37482040141913,-148.8607623263888,-148.81879782053147,-148.83678260875604,-148.79931429995486,-148.89977344790532,2755.328173900605,3672.0953481468605,-148.8772924626246,-148.90127218025737,-148.87579373027256,-148.9028149929727,-77.84178701191559,-140.97077401976276,-84.89182399594574,-145.44228607245896,-97.22030816315964,0.1431333,0.26210478,0.03751592
Pareto solution 2,-72.72140374644141,-74.43638885077098,2343.150923954545,-74.36016563756493,-74.45012814900565,-74.01141557828441,-74.4163681007667,-74.38139859755984,-74.39638592108031,-74.36516049373085,-74.44887736869714,2345.741086101789,3109.71370926682,-74.43014321429655,-74.45012814900565,-74.42889518901075,-74.45141198958663,-15.233890508720833,-67.84137968192681,-21.10891857372326,-71.5676388074994,-31.38265446139394,0.1431333,0.26210478,0.03751592
Pareto solution 3,1.383998710324704,0.012008422842882283,1934.0818685851773,0.07298809541680384,0.0010158822460653028,0.3519892448503015,0.028026124855387025,0.056000625411797955,0.04401076659542014,0.06899331249314855,0.00201871051103808,1936.1539983029725,2547.3320703867794,0.017006034031510353,0.0010158822460653028,0.018003352251071192,-8.986200555227697e-06,47.37400599447392,5.288014655909137,42.673986848499226,2.3070084574601424,34.45499924037176,0.14313331,0.26210475,0.03751592
