,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.303,0.398,0.26,2.328,0.255,0.26,1.03,0.071,0.258,0.269,0.098,0.0,0.761,0.077,0.32,0.562,0.978,0.177,0.026,0.0,0.001,4.233,0.0,0.0,0.034,0.021,0.055,0.086,0.143,1.008,0.003,0.0,0.044,0.042,0.0,1.244,0.0,1.091,0.068,0.125,0.03,0.008,0.138,0.036,0.19,0.063,0.055,0.068,0.159,0.091,0.025,0.009,0.02,0.084,0.049,0.029,0.278,5.556,0.195,0.075,0.042,0.002,0.003,0.0,0.028,0.027,0.012,0.001,0.0,0.004,0.007,0.0,0.002,0.083,0.009,0.001,0.001,0.003,0.042,0.0,0.0,0.046,0.006,0.005,0.0,0.0,0.016,0.027,0.011,0.011,0.0,0.056,0.002,0.0,0.017,0.007,0.0,0.008,0.056,0.018,0.3124571,0.4259264,0.13308373
Pareto solution 1,0.3030000037891405,0.3980000100551351,0.2599999908576933,2.327999982696724,0.2549999945814152,0.2599999908576933,1.0299999296876194,0.07099999674801438,0.25799998572583593,0.2689999956552267,0.09799999789792224,1.3033215395807929e-08,0.7609999561263976,0.07700001806794887,0.3199999921739618,0.5619999617973406,0.9779999865359059,0.17700000074618316,0.026000001336683454,1.3033215395807929e-08,0.0010000119399791174,4.2329997289671155,1.3033215395807929e-08,1.3033215395807929e-08,0.03399999259079323,0.021000006802864846,0.054999986360442676,0.08600001101675758,0.14300000724892925,1.0080000206492628,0.0030000097535065606,1.3033215395807929e-08,0.04399999838604174,0.042000000572514296,1.3033215395807929e-08,1.2439999856803183,1.3033215395807929e-08,1.0909999522141334,0.06800000002772322,0.12500000462370053,0.02999999696373834,0.008000004287325169,0.13799999877543456,0.03599999040432067,0.18999999350394958,0.06300000549390461,0.054999986360442676,0.06800000002772322,0.15899999672698684,0.09100000555057619,0.025000002429919732,0.00900000319408889,0.019999991168489828,0.08400001041529492,0.04899999291986035,0.02899999805697462,0.27799999696784106,5.556000334535838,0.19499999500760623,0.07500000631474535,0.042000000572514296,0.002000010846742839,0.0030000097535065606,1.3033215395807929e-08,0.027999999150210897,0.027000000243447175,0.011999999914380055,0.0010000119399791174,1.3033215395807929e-08,0.004000008660270282,0.007000005380561447,1.3033215395807929e-08,0.002000010846742839,0.08299999756885512,0.00900000319408889,0.0010000119399791174,0.0010000119399791174,0.0030000097535065606,0.042000000572514296,1.3033215395807929e-08,1.3033215395807929e-08,0.04599999619956918,0.0060000064737977254,0.005000007567034004,1.3033215395807929e-08,1.3033215395807929e-08,0.016000012269046238,0.027000000243447175,0.011000001007616333,0.011000001007616333,1.3033215395807929e-08,0.05600001314655856,0.002000010846742839,1.3033215395807929e-08,0.01700001117580996,0.007000005380561447,1.3033215395807929e-08,0.008000004287325169,0.05600001314655856,0.017999993354962385,0.31245714,0.42592642,0.13308375
