,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99,Node_100,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,Node_116,Node_117,Node_118,Node_119,Node_120,Node_121,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,11.472,11.93,1264.167,6.812,6.494,57.973,8.504,19.582,18.003,9.285,8.868,89.107,10.643,8.502,11.774,19.761,7.576,81.379,2512.239,18.083,7.118,2334.506,2321.399,9586.06,118.948,506.169,702.588,9.498,161.137,496.771,15.986,1.946,206.497,191.283,628.748,167.72,5.872,492.208,12.986,4.656,651.445,1.059,8.136,2.773,6.188,19.055,3.781,121.46,8.474,6.834,50.072,12.014,518.425,104.768,28.799,497.818,1.617,467.974,337.399,50.079,66.08,13.244,9.121,7.093,107.84,15.822,4.42,452.255,18.621,5.905,432.56,4.065,5.74,442.302,71.965,286.546,11.087,6.456,1.732,319.294,14.175,0.467,423.769,16.138,15.236,256.158,365.941,3.701,0.262,8.355,115.833,22.926,460.421,268.468,273.91,63.991,13.359,7.541,4.183,316.591,30.659,59.636,1.947,0.886,1.78,34.128,1.628,1.117,3361.03,3526.802,3270.158,0.838,1.683,1.237,3176.66,10.975,7.691,92.15,0.903,2.795,96.633,2.021,0.17853269,0.31915045,0.05697879
Pareto solution 1,-161.76482924434094,-161.07782943266284,1717.2777059161017,-168.7547565568384,-169.23181544942054,-92.0133607497628,-166.21679546911037,-149.59982748349648,-151.96829944571073,-165.04531412003416,-165.6708259089355,-45.312316085171915,-163.00826811084698,-166.2197774923552,-161.31182101749437,-149.33134815157246,-167.60884929841632,-56.904315596861125,3589.385805327038,-151.84830542340205,-168.29578428350214,3322.7864445791056,3303.125576366321,14200.11685847363,-0.5508182349803974,580.2807005363029,874.909232227852,-164.7258486732826,62.73267425483573,566.1837042590596,-154.99382133397012,-176.05377706132276,130.77267209330057,107.95171819333336,764.1491745500098,72.60719044397774,-170.1647997655018,559.3391991996923,-159.49382406361838,-171.98876076586748,798.19467462998,-177.38434286785196,-166.76885872895946,-174.81332021806156,-169.6907877227568,-150.39035536304436,-173.30130477974308,3.2171626146518975,-166.26184995074436,-168.7218246479606,-103.86482869704923,-160.9518065372722,598.6646631543172,-21.82081212131743,-135.77429256142204,567.7541608703177,-176.5473019083438,522.9881899852589,327.1256720637027,-103.85429437580387,-79.85276719719332,-159.10680930771196,-165.2912662111412,-168.33331888043176,-17.212808288932138,-155.23983825166943,-172.34277878630382,499.40968873456586,-151.04131158941527,-170.1153046622967,469.8671896141368,-172.8753292418769,-170.36284500491456,484.48018935927394,-71.02533012654385,250.84617180410896,-162.34230452836346,-169.2887980240339,-176.37483075958517,299.9681979706602,-157.71031485683488,-178.27227270229923,456.680707135426,-154.76579379562827,-156.11882201638218,205.26417998208854,369.9387053913945,-173.42129880205175,-178.57984246936758,-166.44025273269654,-5.223292113387288,-144.58380507930633,511.65867334570794,223.72916773712768,231.89220516683235,-82.98632260148588,-158.93427333236104,-167.66132642486627,-172.6982878183626,295.9136997898022,-132.98428568291274,-89.51883347886178,-176.05235087629262,-177.64381130344918,-176.3028408288592,-127.78078477385134,-176.53080354060876,-177.29728075442108,4862.572298498126,5111.229992260516,4726.264275282854,-177.71576882087902,-176.44831170193356,-177.1173221342542,4586.017388320703,-162.51033505555097,-167.4363133230654,-40.74781089620592,-177.61830203938734,-174.78029106929534,-34.02331606579537,-175.9413353370146,0.17853273,0.31915045,0.056978803
Pareto solution 2,98.09039421572015,98.4338941215592,1037.6116536926174,94.5954265078094,94.35689706151834,132.96613251467124,95.86440705167342,104.17289509614238,102.98865911503526,96.45015177787354,96.13739993508489,156.31665282113568,97.46867073080512,95.86292009171302,98.31689427748142,104.3071347621044,95.16838418868247,150.52065509112208,1973.6657115014095,103.0486561261896,94.82491264447754,1840.3660473340915,1830.5355970210512,7279.0312380747055,178.69739972040043,469.1131611318731,616.4274249518166,96.60988855291134,210.3391479911395,462.0646589415894,101.47589817090557,90.94591625556723,244.3591448845409,232.9486659087263,561.0473920612335,215.2764060857105,93.89040895513972,458.6424084377368,99.22589275441942,92.97842440329487,578.0701502045426,90.28064145562666,95.58838352507291,91.56615278052186,94.12741092485021,103.77763520803046,92.32215239635707,180.5813941968786,95.84188791418046,94.61190056557234,127.04039043770399,98.49690556925452,478.3051404150492,168.06240480306292,111.08565850551759,462.8498912988805,90.69916193538074,440.4669048434356,342.535644869742,127.04566164998869,139.04642523929397,99.41940013237263,96.32717168065801,94.80614534601273,170.36640064176254,101.35288971205591,92.80141944473871,428.67765523100456,103.45215304318299,93.91515650674228,413.9064026320435,92.5351482686142,93.79139038709536,421.2129035175276,143.4601437746187,304.3958957528606,97.80166062537091,94.32840577421166,90.78539345809804,328.95690832967847,100.11765140947318,89.83667248674101,407.3131629120614,101.58991194007649,100.91339377803752,281.6048978160194,363.94216153358786,92.26215538520273,89.68288760320684,95.75267841988034,176.36116278119698,106.68090629823746,434.8021465236601,290.83739270645447,294.9189104083913,137.47964753714768,99.5056721717101,95.1421496771195,92.62366492870933,326.92965822633397,112.48066194477224,134.21338804679772,90.94663745140633,90.15090318616603,90.82139247512305,115.08241239930294,90.70740706758625,90.32416440901807,2610.2589256736574,2734.587837381445,2542.104978892614,90.11492442745111,90.74865703858586,90.41415182242554,2471.981470584946,97.71764536177716,95.25465622801994,158.59890136395666,90.16366186985897,91.58266330324295,161.96115080499294,91.00214116938332,0.17853281,0.3191504,0.056978814
Pareto solution 3,-75.14642142432058,-74.57392158125549,1490.7223551749403,-80.9713622019558,-81.36891127910758,-17.020196328284783,-78.8563946288491,-65.0089199569502,-66.98264659212873,-77.8801588207316,-78.40141729426205,21.897340216930615,-76.18262183029628,-78.8588782976658,-74.7689159191691,-64.78518718034684,-80.01643813605006,12.237341299133277,3050.812440718495,-66.88265157353817,-80.58888530750892,2828.646312164101,2812.262249917898,11893.088318340655,59.198587750146544,543.2248540681596,788.7486298025069,-77.61393626455128,111.93483216693699,531.4773558199029,-69.50391483234489,-87.0538792890261,168.63482969038068,149.61736743179767,696.4485803870843,120.16359565788866,-82.1463968586213,525.7736022790405,-73.25391845760578,-83.66636570948003,724.8198331548342,-88.16268142669242,-79.316444644282,-86.02016255186709,-81.75138817355446,-65.66769183935276,-84.7601523877097,62.338573142060795,-78.89393732910276,-80.94391624344962,-26.89642231879816,-74.4689025017633,558.5448222412278,41.473593520142686,-53.4876422057755,532.786071013172,-87.46514729376895,495.4810949379845,332.2623296657158,-26.887642367206354,-6.886369718364222,-72.9314061610171,-78.08512024720812,-80.6201641382836,45.31359468796609,-69.70892893042765,-83.96137937595631,475.83234423337876,-66.21015671188252,-82.1051509392837,451.21359395343904,-84.4051700717132,-82.31143320757792,463.3910940786918,0.46982784051033377,268.6960797870262,-75.62764947711867,-81.41639675795204,-87.3214226870241,309.6311014236663,-71.7676594347322,-88.90262430595249,440.22485906097114,-69.31389188372668,-70.44141675157562,230.71108592673215,367.9398574387923,-84.86014740630026,-89.1589324451761,-79.04260901517091,55.3048595181408,-60.828901286791734,486.039831071692,246.0985760602366,252.90110691401867,-9.497665888608026,-72.787624831004,-80.06016772420435,-84.25763690267195,306.25235260197945,-51.162636473684415,-14.941426303641947,-87.05268810039297,-88.37890647357744,-87.26142972753178,-46.826385716133245,-87.45140000454376,-88.09013236660803,4111.801174223303,4319.015940634159,3998.2111764861074,-88.43887107143564,-87.38265545509375,-87.9401641486943,3881.3387490754503,-75.76767491644159,-79.87265680603696,25.70109319051494,-88.3576474029719,-85.99263961178258,31.304839557800733,-86.96017650154863,0.17853276,0.31915042,0.056978807
