,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.034,6.74,0.049,0.0,4.282,6.008,4.307,3.175,732.83,729.302,2.48,736.138,2.678,6.367,3.18,26.28,5.104,2.197,733.05,5.197,0.18621662,0.2588462,0.048201464
Pareto solution 1,75.25194589592502,78.60495101927427,75.25944484155843,75.23494307822148,77.37594413257284,78.23894345288409,77.38845105463042,76.82244556667683,441.64994350181587,439.8859380522481,76.47494234298392,443.303929698086,76.5739475198825,78.41844946398396,76.8249452152213,88.37494452636747,77.78694971243112,76.33345182016456,441.7599453964431,77.83344925089295,0.1862166,0.25884604,0.048201427
