,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,11.011,18.078,2350.236,40.326,12.154,61.38,12.965,120.4,0.0,0.213,10.19,0.001,10.665,12.154,0.018,0.24,0.82,21.783,1.598,220.414,0.0,0.185,23.991,0.037,0.077,3.234,0.367,0.126,0.166,0.089,0.15455905,0.2549864,0.039410457
Pareto solution 1,-32.365463851821914,-21.764964645713917,3476.4721524331253,11.607035797702338,-30.6509675561756,43.18803675484014,-29.43447531712991,131.71803851599225,-48.88196745020832,-48.56246665996878,-33.596960894929,-48.88046320919966,-32.88446460583509,-30.6509675561756,-48.85496632410286,-48.521964970810586,-47.6519746481099,-16.207458491824582,-46.484971938249146,281.73903726393655,-48.88196745020832,-48.60447259013563,-12.895470780322285,-48.82646095698874,-48.76646681142665,-44.03096569206173,-48.33146538240544,-48.69297210281184,-48.63296542190801,-48.74846606068968,0.15455905,0.25498635,0.039410446
Pareto solution 2,11.011000667950839,18.07800170560722,2350.236078713555,40.32600043430034,12.153998198381714,61.380001594698115,12.964994069023987,120.40000263822304,-1.2086675269529223e-06,0.2129993181588361,10.190003161518689,0.0010016186715802178,10.665000165275387,12.153998198381714,0.01799954206944676,0.24000044426429668,0.819995037343233,21.783005285894205,1.5979963216111628,220.41400193409572,-1.2086675269529223e-06,0.18499536471426836,23.990996048950592,0.037003120145527646,0.07700026179873021,3.2340010080420143,0.3669991252559157,0.12599621190270227,0.16599962122677425,0.08899971767823445,0.15455905,0.25498635,0.039410446
Pareto solution 3,-10.677231591935538,-1.843481470053348,2913.35411557334,25.96651811600134,-9.248484678896943,52.28401917476913,-8.23474062405296,126.05902057710765,-24.440984329437924,-24.17473367090497,-11.703478866705154,-24.43973079526404,-11.109732220279852,-9.248484678896943,-24.418483391016707,-24.140982263273145,-23.415989805383333,2.7877733970348118,-22.44348780831899,251.07651959901614,-24.440984329437924,-24.20973861271068,5.547762634314154,-24.394728918421606,-24.34473327481396,-20.398482342009856,-23.982233128574762,-24.283487945454567,-24.23348290034062,-24.329733171505723,0.15455905,0.25498635,0.039410446
