,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,14.199,3.835,8.932,9.701,7.184,6.742,43.017,4.791,7.307,0.266,76.377,73.013,69.309,212.008,213.7,0.539,0.17913848,0.27383745,0.049054824
Pareto solution 1,14.199000153533348,3.8349983615316887,8.932000706954568,9.701002379789998,7.1839977582983465,6.742001956650483,43.01699812351798,4.79099942549874,7.307000430813787,0.2659965864388596,76.3769988197273,73.01300133020857,69.30899699200484,212.00800371811783,213.6999913272075,0.5390014323820651,0.17913842,0.27383745,0.04905481
Pareto solution 2,30.565751702985153,25.38375055405686,27.9322517267683,28.316752057331087,27.05824974658526,26.83725184576133,44.97475046666594,25.861751086040385,27.11975158869791,23.599250172365373,61.65475078315467,59.972751785467835,58.1207501222209,129.47025323234993,130.31624501347505,23.735752089482048,0.17913844,0.27383742,0.049054805
