,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.0,0.0,52.92,0.0,3166.715,4.892,5379.386,3.67,15.269,3.161,1.401,2.679,3.958,1.801,14.255,3163.153,7.234,5.627,1.849,4.917,3152.959,2.26,1765.222,1723.984,13.4,44.843,18.84,2.151,37.674,3.121,2.045,1.555,3.121,0.786,0.16126898,0.26763117,0.043160606
Pareto solution 1,-136.8003532170037,-136.8003532170037,-70.65041294706725,-136.8003532170037,3821.5935002296756,-130.6852762730623,6587.432357192683,-132.212890050047,-117.71411008909081,-132.84912811503546,-135.04907001521087,-133.45162251962847,-131.85279840759085,-134.54906967288161,-118.98160485436892,3817.1409076302043,-127.7578280561097,-129.76658111079496,-134.48908987894447,-130.65411554251068,3804.398188818188,-133.97533756398525,2069.727228043129,2018.1796498437825,-120.05028971192542,-80.74661264245105,-113.25033898555193,-134.1116415156148,-89.70783228095388,-132.89914991021578,-134.2441041869638,-134.8565660515951,-132.89914991021578,-135.81783224987794,0.16126896,0.2676311,0.04316059
Pareto solution 2,-1.2627342584892176e-06,-1.2627342584892176e-06,52.919954737727494,-1.2627342584892176e-06,3166.7150833868654,4.892058400162568,5379.386153819221,3.6699730553436893,15.268993239596057,3.1609844956092275,1.4010252987000058,2.678988971934814,3.9580406925397256,1.801029357076004,14.25499931962986,3163.153024445339,7.234018865980943,5.627020206745328,1.849007515456833,4.9169888768601595,3152.9588342576753,2.2600150441930964,1765.2220618531155,1723.9840068626636,13.400049541328372,44.84299119690786,18.840012014683452,2.150973775145758,37.674017378361896,3.1209632749523735,2.0449979612976676,1.5550265773363208,3.1209632749523735,0.7860136187100579,0.16126896,0.2676311,0.04316059
Pareto solution 3,273.60070264580463,273.60070264580463,300.060690107317,273.60070264580463,1856.9582497012452,276.0467277466123,2963.2937470722973,275.4356992661251,281.2351998969698,275.1812097168986,274.30121592652176,274.9402119550614,275.5797188928009,274.50122741699124,280.72820766762743,1855.1772580756078,277.21771271016223,276.4142228418259,274.52520230425944,276.05919771560184,1850.0801251366502,274.7307202605498,1156.2117294730888,1135.5927209004258,280.30072804783595,296.0221988756257,283.0207140151542,274.67620435666686,292.43771669699345,275.1611896452887,274.6232022578206,274.3782118351992,275.1611896452887,273.99370535588605,0.16126901,0.26763108,0.0431606
