,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,2.275,0.268,8.777,0.274,0.152,0.981,558.901,0.377,0.283,0.624,562.152,2.991,0.216,1.585,560.028,3.861,0.212,3.404,0.849,559.626,0.159,0.137,0.114,3.21,0.358,0.373,0.038,16.004,0.016,0.219,13.098,0.023,0.057,2.375,0.036,0.254,0.096,758.304,758.625,0.049,0.05,0.872,758.828,0.015,1.536,0.105,123.407,134.108,128.072,0.006,0.0,0.063,759.67,0.0,0.0,2.58,0.18098325,0.2651409,0.04798606
Pareto solution 1,52.304396445779275,51.30089608752678,55.5553958573837,51.303897470214,51.24289704999319,51.65739942304572,330.61739609512733,51.35539524282649,51.30839435154121,51.478898505512916,332.2428784919175,52.66239527993821,51.2748979514472,51.95939667966013,331.1808944437944,53.097398446847365,51.272897029655724,52.86889525534207,51.591396698346216,330.97987450160144,51.246393470424664,51.23539878597876,51.22389521657897,52.7718955518867,51.34589605702058,51.35339778283742,51.18589847335534,59.16889444627668,51.17489686530462,51.276396911889606,57.715896354435245,51.1783967475385,51.195397659161245,52.35439525794936,51.1848980124596,51.293896323059016,51.21489799212213,430.318911704584,430.4794008641911,51.1913992773807,51.19189777692736,51.6028968059436,430.5809009107761,51.174394903955545,51.934897504022956,51.21939833525175,112.8703959479326,118.22089803271956,115.20289955939825,51.169894560825924,51.166896639941115,51.19839904184846,431.0018837779353,51.166896639941115,51.166896639941115,52.4568992272325,0.18098316,0.2651409,0.047986034
