,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,576.954,11.724,56.251,7.072,36.309,10.711,9.01,9.478,9.342,123.904,0.14504191,0.2447655,0.035501257
Pareto solution 1,331.0147470168922,48.399748646122134,70.66325043146571,46.07375069474392,60.69224959418534,47.89324834009858,47.04275188668589,47.27674948381218,47.20875242335114,104.48975012192318,0.14504191,0.24476552,0.03550126
Pareto solution 2,576.9540035351547,11.72399430655014,56.251000374650175,7.071999652500153,36.30899870008943,10.71099619191591,9.010004533796973,9.477999728049554,9.342006855833915,123.90400037991833,0.14504193,0.2447655,0.03550126
