,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,12.073,0.212,0.405,1.571,2.453,0.431,0.445,0.674,1.643,0.659,35.409,2.45,0.265,3.285,0.1,9.469,0.048,0.061,0.914,1.603,1.33,79.037,17.963,1.839,1.032,3.064,1.133,70.575,1.752,1.256,4.631,5.981,0.602,421.22,423.66,459.697,3.007,28.376,0.691,1.712,54.369,95.386,99.605,653.681,656.482,60.903,1.743,2.895,49.348,0.797,0.365,0.912,0.42,0.557,1.017,1.336,0.509,0.366,39.241,0.227,3.777,1.003,1.89,6.175,8.057,0.138,16.623,0.687,0.506,0.173,1.668,4.685,2.896,0.168,0.009,0.166,21.577,0.381,24.358,1.674,0.368,34.887,0.064,2.726,1.819,1.094,32.29,0.202,0.628,0.646,0.17623356,0.28621715,0.050441068
Pareto solution 1,25.448844218679255,19.518345693659057,19.614844016599818,20.19784419392522,20.638843364989725,19.627843225787274,19.63484433747294,19.74934422113779,20.233845498318715,19.741843419414863,37.11684416857446,20.63734429487795,19.544843802071227,21.054843497753836,19.46234406839244,24.14684368085136,19.436343832962848,19.442845254611257,19.869344329321848,20.21384517744559,20.077344395703904,58.93084499783299,28.393843769561272,20.331844708425933,19.92834409481202,20.94434295144174,19.978843678504745,54.69984225853409,20.288342602309513,20.04034371123589,21.727844210480953,22.402843683357105,19.713344733798976,230.022347950091,231.24234753575,249.26084320946393,20.915844265825854,33.60034367091538,19.757842585880553,20.26834409849107,46.59684408410533,67.10534518248414,69.21484572904978,346.25283810238034,347.65333663182537,49.86384389499699,20.2838435749195,20.859844457613917,44.08634364543042,19.810844253868936,19.594845512781376,19.86834313219265,19.622343001268064,19.690844145684878,19.920843293089092,20.080342535927457,19.66684267040432,19.595345202818635,39.03284454637161,19.525844678327303,21.30084362867842,19.913843998458105,20.357343436763585,22.499843513389806,23.440843438063666,19.481345009191045,27.72384392263973,19.755843825731517,19.665343600292545,19.498843245768512,20.24634320041423,21.754843825985063,20.860344147651176,19.496342978527537,19.416843202126984,19.49534359845302,30.200843778425792,19.60284418748688,31.591343964488942,20.249343157692465,19.596344582893153,36.85584447839054,19.444344324723033,20.775344146731413,20.32184363946203,19.959344864723562,35.55734449640548,19.513343342122425,19.726343942986432,19.735343814821135,0.17623356,0.28621697,0.050441038
