,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,3.569,17.355,62.145,14582.424,1050.747,21.517,61.092,15.439,310.016,27.141,180.651,9.365,979.129,328.586,83.338,12.677,41.812,45.569,17.19,17.212,207.107,9.303,3.687,1185.054,3.01,61.355,4.388,1922.527,75.866,1120.841,290.401,94.902,364.074,16.873,0.16508856,0.2783758,0.04595666
Pareto solution 1,173.45884536478025,183.79832980670471,217.3908890535822,11107.599601612179,958.842315413438,186.91988191923974,216.601114989935,182.3613614466094,403.2941036255852,191.1378201161633,306.2703498263322,177.80585586847155,905.1288818249031,417.2215965917658,233.28562358563886,180.28987234351007,202.14112201140324,204.9588204109241,183.6746183305695,183.6911131940542,326.11235100934164,177.7593403534447,173.54738612644087,1059.5725750034585,173.03961008169063,216.79832941052064,174.0731140809503,1612.6773156070994,227.68156244531156,1011.4128199111183,388.58286180283585,241.95859073254587,443.8375983449132,183.43682654581153,0.16508855,0.2783758,0.045956656
