,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,1.376,0.637,0.611,29.134,5.736,9.127,2.166,0.56,40.326,57.159,3.201,11.787,48.495,1470.856,9.866,55.627,18.591,4.331,14.312,3.276,448.809,10.358,10.118,2.378,3.038,346.965,4.377,63.005,10.286,9.598,7.624,609.478,8.254,2.602,439.36,11.902,3.088,198.087,12.568,7.288,43.751,3.305,3.249,342.687,43.015,46.709,578.238,75.665,51.75,9.78,168.93,6.925,166.614,1.852,4.459,20.031,87.668,3.922,0.1680908,0.29785368,0.050066464
Pareto solution 1,-46.68519872552315,-47.79368281125244,-47.83268431625311,-5.048184552427301,-40.145181112569844,-35.05868099123472,-45.500182606540875,-47.9091888546136,11.739811875023406,36.98931335099178,-43.94769724939579,-31.06869092994839,23.993309390265495,2157.5347183748527,-33.95018315805919,34.69131085763456,-20.862696816287098,-42.25267836956937,-27.281173256977127,-43.83518814931631,624.4642746757381,-33.21217900122065,-33.572183376071735,-45.18219042741839,-44.19218183343946,471.6982802992734,-42.18369368430558,45.7583144034229,-33.32017893893135,-34.35218598119263,-37.31319343839186,865.467840360503,-36.368193983423225,-44.84620284115954,610.2907675754032,-30.896187974450186,-44.1172032616123,248.38131286584667,-29.897188550626197,-37.81718856522639,16.877308148209067,-43.79169122939311,-43.87568812595782,465.2813023302242,15.773312603679187,21.314310171639136,818.6078001774003,64.74831490709312,28.875811156752206,-34.07918919363419,204.6458060130426,-38.361683668702426,201.1718125991638,-45.9711976098306,-42.0606952827402,-18.702684314626822,82.75281082386084,-42.86618565320168,0.16809079,0.29785365,0.050066456
Pareto solution 2,1.375993641593368,0.6370031054866558,0.6110015293426159,29.134001944703414,5.736003092321198,9.127003173211278,2.166002669150771,0.5599985037689521,40.325999849409015,57.15900026057767,3.200994625678277,11.786998265832949,48.49499790649861,1470.8559372295567,9.866002301471894,55.626998598339526,18.590994341607143,4.331005493798443,14.31200890219327,3.276000692397929,448.80897476348036,10.358004499887329,10.118003301750718,2.3779986008529477,3.0380031845517124,346.9649785125039,4.376995856784561,63.00500124860355,10.286005687034049,9.598000992193192,7.623996593537299,609.4780185533236,8.253995657372798,2.601990897835776,439.3599700299237,11.901999090544564,3.087990617533933,198.087000796363,12.567999279237483,7.288000415124543,43.75099736486612,3.304997493392875,3.248998989539473,342.6869931998044,43.014999475964146,46.70899842741437,578.2379917645885,75.66500129797856,51.74999965696668,9.779998277755226,168.92999565501668,6.9250025338533305,166.61399947295388,1.8519938125781437,4.458995936782003,20.031001530426806,87.66799886222884,3.9220000652333056,0.16809079,0.29785365,0.050066456
Pareto solution 3,49.43718600870989,49.06768902222575,49.05468737493834,63.31618844183413,51.61718729721224,53.31268733765728,49.83218794484242,49.02918586215151,68.91218782379462,77.32868717016356,50.34968650075234,54.64268746161429,72.99668642273173,784.1771560842608,53.68218776100298,76.56268633904449,58.044685499501384,50.91468935716625,55.90519106136367,50.38718953411217,273.1536748512226,53.928188000995306,53.80818997957317,49.938187629124286,50.26818820254289,222.23167672573436,50.9376853978747,80.2516880937842,53.892190312999446,53.54818796557902,52.56118662546646,353.48819674614424,52.87618529816882,50.05018463683109,268.4291724844443,54.70018615553931,50.29318449668017,147.7926887268793,55.03318710910116,52.393189395475474,70.62468658152318,50.40168621617886,50.37368610503677,220.09268406938463,70.2566863482491,72.10368668318961,337.8681833517767,86.58168768886401,74.62418815718115,53.639185749144644,133.21418529699076,52.21168873640909,132.05618634674397,49.675185234986884,50.978687156304204,58.764687375480435,92.58318690059684,50.710185783668294,0.16809078,0.29785374,0.050066467
