,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.0,0.0,0.693,0.0,1.526,37.909,0.909,18.863,0.585,1.184,0.717,2.175,0.837,2.005,0.555,17.811,0.46,0.877,0.0,0.0,0.65,0.625,0.06,0.046,0.17047581,0.28338474,0.048310243
Pareto solution 1,-1.8434792631576329,-1.8434792631576329,-0.803979266288934,-1.8434792631576329,0.4455210689869773,55.020020693716106,-0.47997896548224617,26.45102264263096,-0.9659791585004314,-0.06747876181066204,-0.767979060738071,1.4190207750763761,-0.5879790657511421,1.1640209543061246,-1.010978899055317,24.873020173511577,-1.1534791102465078,-0.5279788952942681,-1.8434792631576329,-1.8434792631576329,-0.8684792042478193,-0.9059789880435574,-1.7534792656641685,-1.7744790413130431,0.17047581,0.28338474,0.048310243
