,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,51.206,8.908,0.108,0.221,1.621,0.034,0.35,0.323,0.031,0.11,1.953,31.306,0.1,3.766,0.295,0.807,1.184,0.037,0.163,0.405,4.531,52.665,5.287,15.861,0.037,0.131,0.349,0.02,0.307,6.011,5.56,0.108,0.1817423,0.26627183,0.048392855
Pareto solution 1,51.206001530226786,8.907999850305849,0.10799967726556758,0.2210003227771722,1.6210002838012798,0.03399990676325615,0.350000058093201,0.3229997651599632,0.031000282012428215,0.1100004190388546,1.9530000209053497,31.305998137739493,0.10000008276638539,3.76600020105748,0.2950000932794836,0.8070000308455292,1.1839999916544883,0.03700052345348581,0.16300013804898583,0.40500012210085856,4.531000160275415,52.66500155089602,5.287000178906009,15.860999929872463,0.03700052345348581,0.13099997456133394,0.3489996872065575,0.020000070823016358,0.3070001793858381,6.011000154166613,5.559999943159648,0.10799967726556758,0.18174227,0.2662719,0.048392855
Pareto solution 2,62.49347837037931,9.620976258078894,-1.3790239706207004,-1.2377731389327096,0.51222683714591,-1.4715236589501046,-1.0765234697876735,-1.1102738607527058,-1.4752731898886395,-1.3765229938071215,0.9272265085259974,37.61847393138231,-1.389023414147708,3.1934767337161603,-1.1452734506033053,-0.5052735038472633,-0.03402357763454944,-1.4677728384903475,-1.3102733450444575,-1.0077734393750717,4.149726664139715,64.31722879299161,5.094726675028715,18.312226320339434,-1.4677728384903475,-1.3502735990009924,-1.077773958194463,-1.4890234538754044,-1.1302733429703622,5.999726650110354,5.435976389645195,-1.3790239706207004,0.18174227,0.2662719,0.048392855
