,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,338.695,242.612,254.78,5.127,140.948,294.429,6.626,209.806,46.291,3.785,51.375,1.598,0.16849603,0.266686,0.044935532
Pareto solution 1,235.8505110031192,187.80900513058077,193.89300610347846,69.06650505958669,136.97700507295394,213.71750181920106,69.81600432425057,171.40600417454925,89.64850799650185,68.39550870210178,92.19050619722157,67.30201197150063,0.16849586,0.2666859,0.044935472
