,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,10.187,22.926,48.511,72.031,11.132,76.504,3.859,1.937,77.952,80.302,0.14958775,0.28257695,0.04227005
Pareto solution 1,10.187000632839954,22.92600089724965,48.51100183562062,72.03099746079624,11.13200056840833,76.50399690124141,3.85899949792838,1.936998157065318,77.9520039781928,80.3020026612503,0.14958774,0.28257692,0.042270042
Pareto solution 2,25.360550344516014,31.730050476720862,44.52255064757219,56.28254875849416,25.833049596298224,58.51904776271476,22.196550015727553,21.235549345296022,59.243051778525114,60.41805112005386,0.14958774,0.28257692,0.042270042
