,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,234.446,34.997,101.189,11.47,851.233,14.256,16.577,10.089,11.579,9.946,13149.882,570.428,154.902,16.014,1109.944,9.33,16.833,104.473,257.737,13.174,10.891,207.169,534.464,16.288,16.102,85.998,526.187,14.084,3485.327,3416.257,13141.653,33.958,16.61,11.876,143.366,9.846,15.485,12.976,972.933,14.974,174.468,493.023,113.222,789.628,37.711,95.55,13035.036,129.428,12.671,48.803,14.757,3169.014,9.491,51.688,16.695,191.161,12.682,116.034,16.512,81.594,433.259,37.46,3083.085,19.398,272.068,16.147,12.48,633.616,0.1987935,0.27552623,0.054772824
Pareto solution 1,-107.9019660766935,-407.0752651746152,-307.7872937907232,-442.36598925478756,817.2785966439769,-438.1869123754441,-434.7053385411855,-444.43733727082144,-442.20239752542693,-444.6518784641521,19265.25129671395,396.07108650752343,-227.21796013601124,-435.5499113648548,1205.3450878990989,-445.5758868738194,-434.32134561624844,-302.8613107918063,-72.96536518778885,-439.8098888307577,-443.2343276431202,-148.81731564574875,342.1251266669133,-435.1388159295311,-435.4178171475651,-330.57383113441756,329.7096538533224,-438.44483386317734,4768.419304363662,4664.814790214412,19252.90882976167,-408.6338629941456,-434.6558540777769,-441.75687457690947,-244.52189565636218,-444.8018782438594,-436.3433719467139,-440.10679561120924,999.8286134089649,-437.10989279602654,-197.86878999951296,279.96360645559616,-289.7379171513603,724.871132653876,-403.0043541700579,-316.2458814767888,19092.982857361436,-265.428918668651,-440.5643641198985,-386.36642418272095,-437.43536708742613,4293.949572530575,-445.3342431701021,-382.0388939131517,-434.52831764001166,-172.82932595908642,-440.5479235580424,-285.51977359037846,-434.8028424674412,-337.17992561054416,190.31761765573174,-403.3808593143476,4165.056869801134,-430.47376580839045,-51.468842227361165,-435.3504271217389,-440.85085311857983,490.85316380349104,0.1987935,0.2755263,0.054772835
