,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,54.982,5.817,74.256,61.277,67.679,34.483,2.62,5.176,5.28,24.384,0.20959473,0.2822399,0.059155997
Pareto solution 1,44.28869788868144,19.70619789760849,53.925698003564435,47.43619878650452,50.6371993811307,34.03919982336399,18.10769822057796,19.385699668297207,19.43769951057834,28.989699319557218,0.20959467,0.28223985,0.059155967
