,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,40.32,1.996,0.358,0.186,0.049,0.052,15.105,0.222,0.212,1.198,0.009,0.43,0.544,0.405,0.497,0.389,1.609,3.006,0.351,0.058,0.351,0.553,0.049,4.615,0.033,41.696,0.777,15.71,0.868,0.919,0.444,2.063,0.184,0.437,3.372,0.559,0.838,2.658,0.567,0.461,0.406,1.059,0.707,0.372,5.257,2.006,1.248,0.704,0.513,0.297,0.449,0.196,0.339,4.397,5.607,0.241,0.486,0.396,17.215,0.816,38.111,0.017,43.004,36.007,0.446,0.304,0.035,0.574,0.20479853,0.28807372,0.058997076
Pareto solution 1,58.2347130643393,0.7487133091017313,-1.7082871575139507,-1.9662868254117711,-2.171786925277047,-2.1672862460191027,20.41221169772507,-1.912286822043825,-1.9272867881600177,-0.4482868700124527,-2.231786789741818,-1.6002865240297979,-1.4292864089065915,-1.6377861259461497,-1.499786813726132,-1.6617868238299707,0.16821311620924462,2.263713333952637,-1.7187870711204596,-2.1582867677479953,-1.7187870711204596,-1.4157868781258003,-2.171786925277047,4.6772129469574395,-2.195786369664347,60.29871542150795,-1.0797865089762126,21.319714348366688,-0.9432863785950758,-0.8667867394269706,-1.57928669681678,0.8492133327795273,-1.9692870693343139,-1.5897872371715494,2.8127131592773367,-1.4067867731064325,-0.9882862769436542,1.7417131969377806,-1.3947870509127824,-1.5537868170940783,-1.6362863173590085,-0.6567865870520109,-1.1847862717895623,-1.687286076804412,5.64021319634935,0.7637132752179241,-0.37328641268322826,-1.1892863242992462,-1.4757867425905715,-1.7997867627982487,-1.5717870271328138,-1.9512868592955783,-1.7367866544109347,4.350213045166058,6.165213107225554,-1.88378607165032,-1.516286588429466,-1.6512869102234617,23.577212695969138,-1.0212864530985826,54.92121534726175,-2.2197864407999077,62.26071324579971,51.76521194704401,-1.5762864528942373,-1.7892868491917397,-2.192786752490065,-1.384286510558013,0.20479849,0.2880737,0.058997057
