,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99,Node_100,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,Node_116,Node_117,Node_118,Node_119,Node_120,Node_121,Node_122,Node_123,Node_124,Node_125,Node_126,Node_127,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,32.324,0.292,0.202,21.357,1.948,25.203,3.586,11.589,3.652,118.123,149.46,0.62,179.081,4.363,23.069,38.602,4.704,35.112,2.141,0.801,1.457,2.546,0.98,21.998,24.657,37.313,22.583,0.633,1.936,0.535,0.625,0.822,7.378,0.336,0.542,0.591,0.328,0.575,0.792,3.56,2.975,1.041,0.548,0.644,0.709,3.66,0.466,0.585,1.229,6.477,7.518,5.109,19.935,0.415,0.882,0.412,0.449,33.808,4.65,12.035,9.27,0.371,12.239,0.399,0.442,6.172,0.284,0.483,0.763,0.78,0.532,2.281,0.496,0.194,0.404,0.62,0.152,0.381,0.742,4.19,15.509,1.824,0.34,0.204,0.507,0.222,0.138,0.099,0.249,0.294,3.059,0.325,0.938,0.111,0.321,3.593,0.181,23.643,0.361,0.118,0.116,0.182,0.192,1.044,0.028,0.369,0.032,9.77,0.412,0.031,0.109,0.194,1.758,0.434,0.052,1.636,6.295,0.0,4.022,0.066,0.061,4.86,9.118,0.379,0.379,0.0,0.212,61.501,0.16787536,0.35874254,0.060224034
Pareto solution 1,32.32400072682867,0.29200030238857266,0.20199975057738584,21.357000841317586,1.9480001856895797,25.202996855140213,3.585999778452475,11.588999778833042,3.6519998227622636,118.12300249893087,149.46001214532362,0.620000211381921,179.08099505468772,4.362999767761721,23.069000287205654,38.60200060102886,4.703999906607692,35.111998962304824,2.1409997174058333,0.8009996695233497,1.4570002082135431,2.5460000384456833,0.9800002565161776,21.997999216016694,24.65700125504827,37.31299861364096,22.58299928935986,0.6329997205310463,1.9359999319388805,0.5349995400803493,0.6249999117156619,0.8219998883672304,7.377999785409372,0.33600069228018015,0.5419999133214333,0.5910000035467817,0.32799998258542473,0.574999485036642,0.7919995242542939,3.559999679098979,2.9749997859316863,1.040999699612854,0.5479999501088457,0.644000538707445,0.7089998862118136,3.6600000820173335,0.46599938728891743,0.5849999667593693,1.2290004318747378,6.477000191955462,7.5180001558060034,5.109000407823416,19.934999870263425,0.4149995250355971,0.8819998958896065,0.4119994165539538,0.44900033408384843,33.80799841444332,4.650000206136539,12.03499993084317,9.270000447529736,0.37100003602336074,12.23900037082376,0.3989999074048285,0.4419999608427645,6.171999913482217,0.28400049357318835,0.48299934137335754,0.7630002172985257,0.7800001713829658,0.5320003324780771,2.280999795016669,0.4959997514018539,0.19400012193787575,0.40400050861794057,0.620000211381921,0.15200040495361122,0.3809996168667169,0.741999998454645,4.190000118435677,15.509000240265635,1.8239997257095126,0.34000023633612386,0.2039995226053577,0.5069996686988816,0.22200071402284038,0.13799947829556913,0.09899986979294795,0.24899934807126556,0.2939991735371734,3.0590001207795865,0.3249998741037814,0.9380005395319131,0.11099994336777286,0.3209996093443408,3.5929997012538735,0.18099953173350514,23.64300026307592,0.36100045518000456,0.11800031660885679,0.11599982387738805,0.18199986818717662,0.1920003499099039,1.0440001684462459,0.02799994497354419,0.3690002639953889,0.032000209732984786,9.770000412620938,0.4119994165539538,0.031000053455187526,0.10900035151567522,0.19400012193787575,1.757999681399724,0.4340001520273802,0.05200027229906823,1.6360004348546227,6.295000172140519,7.359207643276022e-08,4.021999899179562,0.066000117901865,0.06099951668875292,4.860000232464856,9.11800005986324,0.37899984483874505,0.37899984483874505,7.359207643276022e-08,0.21199951159661623,61.50099568834594,0.16787533,0.3587426,0.060224034
