,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,15.682,16.534,19.289,16.618,41.606,5.412,21.618,16.651,4.11,16.937,22.001,17.479,91.143,27.483,8.303,17.546,12.266,20.652,6.85,19.144,0.18023688,0.26810732,0.048322827
Pareto solution 1,16.978050547150254,17.617050686092004,19.683299979467947,17.68005043944979,36.42105002358451,9.275551075636372,21.430050360731514,17.70479956139755,8.29905033624992,17.919300629004688,21.717299897508184,18.325800460910468,73.57379706868232,25.828800076072184,11.443800839502842,18.376050014980454,14.41604997653399,20.705550666443578,10.354050725595371,19.574549626458488,0.18023676,0.2681073,0.04832279
Pareto solution 2,18.27410078695695,18.7001009019492,20.077600464413116,18.742100737521056,31.23610030372663,13.13910118400986,21.24210070740662,18.758600174517312,12.48810078054322,18.901600841526573,21.433600398591068,19.172600796557006,56.00459851270716,24.174600517633735,14.584601026587507,19.2061004545415,16.56610049600377,20.75910091261244,13.85810086119153,20.005100240255686,0.18023668,0.26810732,0.048322774
