,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,23.954,1913.68,71.755,3678.925,35.175,3558.07,27.316,3063.236,3361.711,3605.493,107.761,58.269,74.796,1514.492,1390.396,917.408,0.16728328,0.2713678,0.045395292
Pareto solution 1,383.62865259403407,1800.9231628493899,419.4793701340004,3124.8568913595154,392.0444205803906,3034.2155642320176,386.150183875794,2663.0901561172213,2886.9463329956634,3069.782677243591,446.48390335322983,409.36492498008556,421.76010470576875,1501.532072102675,1408.4601161176447,1053.7191444193304,0.1672833,0.27136776,0.045395292
Pareto solution 2,743.3032424348785,1688.1662601977187,767.2037280788136,2570.7887203772843,748.9137544257828,2510.3612126626977,744.9842632893851,2262.944259351585,2412.1817106038798,2534.07259220125,785.206742941009,760.4607646428703,768.7242250772833,1488.572203797135,1426.5242322299532,1190.030251552991,0.16728331,0.27136773,0.045395292
