,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,18.688,30.797,146.497,5.502,44.187,69.092,16.975,32.883,0.1407231,0.23874597,0.03359707
Pareto solution 1,25.41040607636657,34.492156565236655,121.267153639541,15.520905554044901,44.53465651595589,63.21340792645472,24.12565667170543,36.056655452714836,0.1407231,0.23874596,0.03359707
Pareto solution 2,32.132812266042606,38.187312801710505,96.03731085124673,25.53981191782816,44.882312755747,57.33481391894372,31.276312872689687,39.23031206002929,0.1407231,0.23874596,0.03359707
