,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,1.318,7.24,0.769,0.727,0.273,0.282,0.568,0.807,0.771,1.351,1.377,0.008,0.001,0.002,0.0,0.003,0.002,0.013,0.17072138,0.27188462,0.046416517
Pareto solution 1,1.54611110923247,10.429111160253854,0.7226111316092823,0.6596111391321404,-0.021388826735183386,-0.007888866326069888,0.4211111538010428,0.7796111121432716,0.7256111859175709,1.595611092963786,1.6346111343417427,-0.41888887479208137,-0.42938886548215294,-0.427888880622632,-0.4308888503416739,-0.4263887990896862,-0.427888880622632,-0.4113888538210517,0.1707214,0.27188462,0.04641652
