,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,12.362,8.578,7.987,14.191,75.501,16.161,7.476,208.911,10.791,119.758,97.51,164.757,15.31,13.428,8716.104,24.892,13.853,19.259,61.563,15.04,59.744,14.719,113.729,11.045,133.486,3.715,511.38,9.027,206.712,29.312,206.848,13.703,22.312,9324.836,5.561,10.117,9821.373,9980.173,12.438,2.601,16.058,171.074,3.392,137.562,157.499,1.73,4.041,3087.216,3084.638,1.907,2.616,140.578,4815.243,329.645,14.879,3.374,4063.968,5.671,4.293,38.282,322.329,2.309,130.584,6.069,2.514,1.426,2.784,8.204,3.933,277.1,739.821,1.839,31.034,2.725,256.257,5.147,10.006,47.416,21.871,6.427,12.35,32.05,696.341,6.357,690.939,4003.365,4.017,114.757,12.599,6.494,303.285,3881.271,7.898,76.111,8.744,14.198,0.20704399,0.34207904,0.07082541
Pareto solution 1,-161.50183173731602,-166.231951515133,-166.97067695722944,-159.21571293167744,-82.57820354467549,-156.75307335774232,-167.6094213049373,84.184367179947,-163.4656119222418,-27.256909348983754,-55.06688669449704,28.99186335534523,-157.8169626080362,-160.16945804827992,10718.175062933813,-145.8393435620419,-159.63811663883916,-152.8806805002596,-100.00069953081493,-158.15436635011974,-102.27439514716298,-158.55568805013263,-34.79313514244859,-163.14817538359694,-10.096926729659572,-172.31063254270884,462.2706047887789,-165.6706860252807,81.43558956331162,-140.31444509530502,81.60560858257259,-159.82564800268392,-149.06438670345142,11479.091390631162,-170.00314921117297,-164.30808283015904,12099.762784930586,12298.261007367037,-161.4069359803998,-173.70317508952576,-156.8819553565345,36.88803330563587,-172.7144052837557,-5.0019148990977556,19.919392235439773,-174.79191835404254,-171.90319469357382,3682.065668382289,3678.8430304680624,-174.5706832670703,-173.68443722442498,-1.231893091902748,5842.099746806729,235.1018586257278,-158.3556342336533,-172.7369075202887,4903.005808159014,-169.8656083945225,-171.588102296977,-129.10196317656755,225.9568565438858,-174.0681587699728,-13.724414010433975,-169.36816923489732,-173.81190662947483,-175.17186789251627,-173.47441125968908,-166.69945895870478,-172.03819284148813,169.42062864863738,747.8218235970016,-174.65569086779033,-138.16191184383842,-173.54821737381462,143.36680311485497,-170.52073882964123,-164.44694461284962,-117.68434210387841,-149.61568004504716,-168.92062135912238,-161.51689685868678,-136.89189844179418,693.471846754562,-169.00817162857857,686.7193749762541,4827.251719627173,-171.93313404526907,-33.50811006852655,-161.20566809686625,-168.83692708880062,202.15187643004947,4674.634175430336,-167.0819511659147,-81.81565490000594,-166.0243689557892,-159.20686322277288,0.2070439,0.34207892,0.07082535
