,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,1.011,92.345,1.773,1.369,1.882,1.794,12.562,18.07,5.319,3.914,2.021,2.125,2.365,2.084,2.703,99.7,1.534,1.553,0.18172196,0.27514005,0.049998987
Pareto solution 1,7.564500005880262,53.23150373387739,7.945499686345812,7.743499819089408,8.000000061178497,7.955999938801881,13.340000128969095,16.093999890453347,9.718500341040397,9.015999791197004,8.069500110604054,8.121500175852276,8.241499755509153,8.100999994806699,8.410500076711571,56.90900115728482,7.826000430555496,7.835499598695662,0.18172187,0.27514002,0.049998958
