,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,9.35,25.373,2.284,4.029,0.449,3.489,0.738,1.932,1.387,29.228,0.447,1.851,0.692,0.641,1.496,1.504,9.179,1.189,11.686,5.018,1.41,10.827,1.459,0.286,3.382,5.171,1.7,34.749,8.753,2766.203,2766.67,0.777,26.321,1.366,0.545,32.375,1.372,12.578,2.418,0.792,1.642,2.902,0.17866887,0.26008078,0.04646834
Pareto solution 1,-22.810471559573784,-2.7817243391409647,-31.642973888702613,-29.461709552352545,-33.9367185632982,-30.136725157222713,-33.57546609171561,-32.08296905685086,-32.76423314361455,2.037019058527221,-33.93921489039076,-32.18423782078594,-33.6329834387127,-33.69672080071541,-32.6279720051715,-32.617985601920964,-23.024221756634688,-33.01173412091896,-19.890483818119037,-28.22547253722223,-32.73547392267585,-20.96422636272837,-32.67421974920205,-34.14048235710857,-30.27047464024895,-28.034218845762553,-32.37298095170911,8.93828282259085,-23.55671350772434,3423.255506688238,3423.839454528963,-33.52673625403645,-1.5967277222263192,-32.79048070913643,-33.816733915450754,5.970764137389551,-32.78297749441481,-18.775473045100625,-31.47547143567226,-33.50796343634829,-32.44547735614185,-30.870484375030173,0.17866883,0.26008075,0.046468325
