,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.013,0.0,0.028,0.0,0.063,0.039,0.019,0.006,0.013,5.579,0.023,0.003,0.0,0.012,0.003,0.028,0.007,0.038,0.017,0.006,0.013,0.011,0.0,0.0,0.19486563,0.25473773,0.049639627
Pareto solution 1,-0.10385415991024871,-0.12335417072749166,-0.08135416527294836,-0.12335417072749166,-0.02885416673954566,-0.06485413827576281,-0.09485417531097085,-0.11435415298910812,-0.10385415991024871,8.245145913632314,-0.08885417453175037,-0.11885417842785273,-0.12335417072749166,-0.10535416838983025,-0.11885417842785273,-0.08135416527294836,-0.11285417764863226,-0.06635414675534435,-0.09785415913102824,-0.11435415298910812,-0.10385415991024871,-0.1068541437303061,-0.12335417072749166,-0.12335417072749166,0.19486566,0.25473756,0.0496396
