,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.362,1.096,0.392,29.413,1.246,89.924,243.661,243.218,43.593,3629.634,0.1573619,0.255792,0.04025191
Pareto solution 1,-213.5839947484492,-212.48297991222353,-213.53892769868253,-170.00747701019282,-212.2579638351308,-79.24093867296324,151.36453777475253,150.70005412808678,-148.7374892133812,5230.3239863507915,0.15736192,0.25579196,0.040251914
