,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.189,0.075,1.341,0.1,0.145,0.063,0.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1459951,0.27041823,0.039479736
Pareto solution 1,0.18457143018767957,0.12757143450609165,0.7605713986466824,0.1400714342779199,0.162571430136212,0.12157143418921423,0.39457144327713856,0.09007142719560957,0.09007142719560957,0.09007142719560957,0.09007142719560957,0.09007142719560957,0.09007142719560957,0.09007142719560957,0.1459951,0.27041823,0.039479736
Pareto solution 2,0.18678571315562043,0.10128572079917564,1.0507856869975551,0.12003571845816868,0.1537857135781064,0.09228572032385951,0.5017857379532447,0.04503570583595384,0.04503570583595384,0.04503570583595384,0.04503570583595384,0.04503570583595384,0.04503570583595384,0.04503570583595384,0.1459951,0.27041823,0.039479736
