,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,14.534,38.929,214.004,8820.387,55.546,149.431,17382.135,10.05,8078.535,4339.375,3949.966,428.787,3641.191,14.084,15.593,22.463,4510.484,58.77,9.575,4501.678,19.961,16.43,56.297,18541.27,42.658,26.19,1058.182,29.027,74.869,47.859,8.747,22.941,16.491,276.724,21.589,106.496,0.23245195,0.2732943,0.06352779
Pareto solution 1,1071.4507854018448,1083.6483256266729,1171.1858263637623,5474.377121734142,1091.9567940922789,1138.8993220104312,9755.251516813005,1069.2088303759083,5103.451296814164,3233.8713538874217,3039.1668880760917,1278.577359005205,2884.779276788933,1071.225819193991,1071.9803795078114,1075.415266684373,3319.4258167019434,1093.5688304482028,1068.9713069875215,3315.022963582611,1074.1643323189055,1072.398819312024,1092.3323800264188,10334.818683373218,1085.5128343954275,1077.278778851498,1593.2748535433348,1078.6974080511718,1101.6183153703314,1088.1133002475835,1068.5573851106965,1075.6543181952584,1072.4293153218896,1202.5458234021135,1074.9784229700672,1117.431792067764,0.23245192,0.2732942,0.06352776
