,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.065,0.161,0.147,2.42,0.206,38.35,0.336,0.176,1.497,1.18,1.139,27.067,0.476,1.721,4.716,0.445,22.324,0.271,3.157,0.34,0.5,0.459,80.814,22.601,1.242,0.489,28.384,29.586,0.188,0.301,1.46,0.346,74.368,3.307,73.562,0.305,4.125,0.544,70.725,1.88,63.768,0.841,0.844,0.977,0.7,0.839,0.251,0.522,0.372,52.69,9.984,0.415,1.797,0.316,23.425,8.359,0.616,1.738,0.18984622,0.2743643,0.052087024
Pareto solution 1,-5.676931517884668,-5.532930816278167,-5.553930649251129,-2.1444307096895727,-5.465429598562764,51.7505643141817,-5.27042967198031,-5.510429979421588,-3.5289316105647686,-4.004430506650806,-4.065930294540408,34.8260667778618,-5.060430049396359,-3.1929316972887136,1.299569694244326,-5.106930141284465,27.711568233233606,-5.367930281698705,-1.0389316529973485,-5.26443082786318,-5.024430520421902,-5.085931601165839,115.4465859206557,28.127069638167995,-3.911430322874594,-5.04092992745268,36.80157147401883,38.60457061617831,-5.492430861361527,-5.322931193694217,-3.5844299686285694,-5.255429975978814,105.77756622998822,-0.8139297487032309,104.56857159802348,-5.31692847101408,0.41306917273891486,-4.958431599444452,100.313074324009,-2.954431100876718,89.8775730119446,-4.512930802507071,-4.508430376564888,-4.308930024040251,-4.724430136120304,-4.515930224565636,-5.397928380847361,-4.991430413506009,-5.216429732091456,73.26056277938369,9.20157005569817,-5.151931814997624,-3.0789303876852046,-5.300429063983302,29.363069411494507,6.764070003776737,-4.850429133958073,-3.1674301455192335,0.18984622,0.27436423,0.052087013
Pareto solution 2,2.935964516021045,3.0079650284310873,2.9974649503378146,4.7022150009219885,3.041715475681997,31.649712755267814,3.139215600580016,3.019215123645793,4.009964631287787,3.772215102441372,3.741465046889779,23.18746398710786,3.2442152502651993,4.177964587925814,6.424215122085542,3.2209652043211463,19.630214472383578,3.0904651341140266,5.254964529268101,3.142214861031789,3.262214853145636,3.2314644743804593,63.4977219424369,19.83796525565417,3.81871495191929,3.253965149630247,24.175216011972793,25.07671542144574,3.0282150058894075,3.1129646781162705,3.982215209845698,3.14671512536718,58.66321274353032,5.3674653198083675,58.05871542754795,3.115965877849547,5.980965022939628,3.2952144752411527,55.93096679054071,4.297214886131812,50.71321678093568,3.5179647929064473,3.5202151674843307,3.6199651821398575,3.4122152069032268,3.5164651626805608,3.0754659229329064,3.2787150682103743,3.166215408917651,42.40471198786881,10.375215282611615,3.1984645290713587,4.234965081120777,3.124215581364936,20.455964980710633,9.15646523645005,3.3492157079843423,4.190715121400366,0.18984622,0.27436423,0.052087013
