,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,12.243,245.28,13.106,2.909,1.461,6.997,1.823,12.95,5.593,15.498,33.752,6.468,25.107,10.868,23.384,3.996,2.715,1.503,3.738,3.377,1.826,6.67,1.404,0.998,14.23,1.581,3.9,2.108,25.023,38.383,49.203,2.33,0.2254519,0.44771808,0.100938894
Pareto solution 1,12.24300019439238,245.28001623473074,13.105999800710038,2.9090002828332047,1.4610002503536066,6.996999153558136,1.822999387787803,12.949999913972825,5.593000410382956,15.49800012199836,33.75199870829914,6.468000598593079,25.10700009723233,10.867999876018402,23.384000634303902,3.9960010416787384,2.7150001101170176,1.503000545605829,3.737999770751628,3.376999863891598,1.825999929027148,6.669999681710323,1.4039994651955396,0.9979987218439419,14.22999955697599,1.5809991037926352,3.900000502507794,2.1079998308353254,25.023000931486308,38.38299960961169,49.20299912725022,2.3299990394720567,0.22545189,0.44771802,0.10093887
