,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99,Node_100,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,Node_116,Node_117,Node_118,Node_119,Node_120,Node_121,Node_122,Node_123,Node_124,Node_125,Node_126,Node_127,Node_128,Node_129,Node_130,Node_131,Node_132,Node_133,Node_134,Node_135,Node_136,Node_137,Node_138,Node_139,Node_140,Node_141,Node_142,Node_143,Node_144,Node_145,Node_146,Node_147,Node_148,Node_149,Node_150,Node_151,Node_152,Node_153,Node_154,Node_155,Node_156,Node_157,Node_158,Node_159,Node_160,Node_161,Node_162,Node_163,Node_164,Node_165,Node_166,Node_167,Node_168,Node_169,Node_170,Node_171,Node_172,Node_173,Node_174,Node_175,Node_176,Node_177,Node_178,Node_179,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,13.556,1452.932,3.014,17.311,1326.152,1332.353,4.238,3.384,2.516,3.163,3.654,4.35,3.242,10.205,672.502,3.101,14.855,10.011,2990.754,3016.386,3.28,3.135,4.592,4.063,93.935,5.166,5.126,600.414,5.032,56.176,3.494,74.003,4.113,3027.834,548.044,3.393,4.361,5.117,11.668,5.696,3879.911,6.131,14.779,68.153,5.203,49.627,28.291,3950.462,4.268,5.506,466.679,4.397,838.626,441.804,19.48,3.507,3966.781,5.42,127.47,76.363,5.074,3972.762,28.566,98.872,4.755,5.507,30.633,3985.364,4.057,7.731,4003.795,6.108,5.555,4.318,13.283,6.844,3998.425,42.383,6.774,14.72,7.026,5.324,28.91,772.752,5.032,16.324,9.111,52.976,6.635,6.692,7.571,7.864,4.99,4.293,6.064,755.544,3.897,10.545,581.591,9.057,154.219,20.441,6.763,6.593,555.672,9.205,231.804,546.202,208.236,10.672,7.725,6.84,36.843,18.839,7.732,22.375,107.711,6.135,8.105,33.211,497.346,80.862,457.357,9.118,181.646,47.256,162.585,7.285,445.217,432.996,181.24,406.329,25.183,127.895,8.985,7.36,108.442,159.943,8.525,216.802,10.201,8.331,7.503,6.952,7.626,8.727,9.04,14.555,7.32,170.281,71.673,131.433,132.724,234.957,10.246,8.479,29.724,41.556,8.729,14.527,51.418,13.588,45.522,272.713,52.381,8.971,84.387,14.156,25.788,8.237,8.163,7.575,8.172,8.83,8118.442,5.873,37.24,6.836,8868.538,3083.711,0.22227101,0.2848581,0.0633157
Pareto solution 1,-188.30408660019748,1970.7597670181422,-204.11708921275567,-182.67160138781037,1780.5898854601546,1789.8914105012664,-202.2811231657688,-203.56206717254827,-204.8640990879794,-203.8936159585719,-203.157150037674,-202.11315211560577,-203.77514291621628,-193.33062393742148,800.114931501761,-203.9866077779734,-186.3556150961158,-193.62160778805264,4277.49287252035,4315.941109081905,-203.7181030521897,-203.93557211016014,-201.7501179104147,-202.5436236953392,-67.73565298803442,-200.88917475094786,-200.94907026927103,691.982872351211,-201.09009565837914,-124.37411453119421,-203.3970982204919,-97.63362125419371,-202.46857124267262,4333.112817364396,613.42788646798,-203.5485943420208,-202.0966039650666,-200.96261632170354,-191.136090221451,-200.09413130601752,5611.228701283573,-199.4415776882961,-186.46962160226394,-106.40860757615883,-200.83359932502208,-134.19763853334007,-166.2016152322758,5717.054856200586,-202.23609169416886,-200.37911096043536,491.3803703739977,-202.04256619914668,1049.3008996924327,454.0678696287887,-179.41809587019088,-203.3776211937511,5741.533231943264,-200.50805473521177,-17.433082888033823,-94.09359842215054,-201.02712482004426,5750.504965524073,-165.7890830192773,-60.330099345090275,-201.50555674757925,-200.37764652233454,-162.68861128319259,5769.407932529342,-202.55262998965918,-197.04165652868687,5797.0541807716945,-199.4760652055702,-200.30559616777464,-202.16111246340733,-188.7136167150893,-198.37209854327375,5788.9997712172335,-145.0636227975483,-198.47717197700695,-186.55811027450545,-198.09912728128256,-200.65208222242654,-165.27308825445652,950.4899158316402,-201.09009565837914,-184.15211169677787,-194.97160005128535,-129.17410329422273,-198.6856347406574,-198.60011155557004,-197.28153148959973,-196.84205361554632,-201.15313971861906,-202.1986020787881,-199.54211136391677,924.677876310554,-202.79257817247708,-192.8205967578615,663.7483959347155,-195.05262008921272,22.690397638943978,-177.97657622565748,-198.49364690564107,-198.74860557899228,624.869889153666,-194.83064788408228,139.0678839887296,610.6649311031797,103.71585398729076,-192.6301099718985,-197.05058960110182,-198.37810273948708,-153.3736500225059,-180.37960931623093,-197.04011886868102,-175.07559756985574,-47.071625944634434,-199.43557349208277,-196.48063029226614,-158.8216160341908,537.3808972761981,-87.34506493313529,477.39738452864185,-194.9610560969595,63.83089381598256,-137.75409968306485,35.239387390509364,-197.71061185313738,459.1874079381523,440.85589671440266,63.22190723176027,400.8554083942322,-170.86358070430288,-16.795612982750754,-195.16065901010006,-197.5981430069951,-45.97512791665213,31.276398223999422,-195.8506290212972,116.56488880023608,-193.3366281336348,-196.14161287192837,-197.38360282522626,-198.21013168932404,-197.19908362452406,-195.5476367782394,-195.07810131216684,-186.80560031354253,-197.65803852531826,46.78340649539314,-101.12861261463695,-11.48856252731639,-9.55213602661388,143.79739666815658,-193.2691175371874,-195.9196040558454,-164.05211298790528,-146.30414831274538,-195.54463468013273,-186.8476296870358,-131.51112683740212,-188.25612625239592,-140.35508819391544,200.43140998058516,-130.06660509476205,-195.18160047494166,-82.0576379482518,-187.4040795543915,-169.95614163513528,-196.28256503913144,-196.39364266907796,-197.27560051529144,-196.38009661664546,-195.3931019476513,11969.024038004223,-199.82862867834046,-152.77813626881107,-198.3841069357004,13094.169404114597,4416.928467626218,0.22227097,0.28485808,0.06331568
