,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,637.836,41.641,115.647,34.424,1064.718,507.171,660.533,17.682,1946.502,23.14,0.14778984,0.3774916,0.055789422
Pareto solution 1,637.835998728337,41.64099019047808,115.64701173239155,34.424000783166775,1064.7180103727505,507.17098998280215,660.5330177445394,17.681993937760126,1946.501991183879,23.140046035916384,0.14778984,0.37749162,0.055789426
Pareto solution 2,671.0626539298194,-74.18110564205153,18.326419084434747,-83.20234900390733,1204.665165183978,507.7313918802534,699.4339265996196,-104.12985315885453,2306.8951522024163,-97.3072836343481,0.14778984,0.37749162,0.055789426
