,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,48.494,28.087,9.678,203.207,9273.125,9.587,4.172,7520.424,4.129,7510.876,4.185,10.059,38.831,6.351,498.429,17.057,8199.705,8228.587,4.91,466.239,4.394,4.974,458.914,5.011,4.299,31.273,4.806,3.986,63.136,9616.661,9619.823,14.762,17.561,9638.354,5.019,9.226,4.557,4.167,4.966,224.773,29.173,5.347,0.1782319,0.28711557,0.051173154
Pareto solution 1,464.11640996985443,448.81117850913506,435.0043604278035,580.1511650005596,7382.58954085219,434.9361061859927,430.874826161109,6068.063824381636,430.8426451637588,6060.902954642406,430.88459493817027,435.29009715684515,456.8691984875368,432.50904843721946,801.5675565616748,440.5385888689543,6577.524729526813,6599.185924200152,431.42837747481826,777.4251179543007,431.04137872209867,431.4763945756076,771.9314019544781,431.504085497043,430.97007173745624,451.2005094444139,431.3503544559462,430.735315813703,475.0978636814543,7640.241544633231,7642.613424055322,438.8173252628567,440.91660746984417,7656.510934038277,431.5101019443737,434.66528973754066,431.1636156329823,430.87107383137845,431.47028908994434,596.3255505047327,449.6255612582845,431.756153016604,0.17823184,0.28711554,0.051173132
