,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99,Node_100,Node_101,Node_102,Node_103,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,1.208,11.957,0.045,11.958,2.385,0.087,0.053,5.589,0.052,1.186,3.347,0.0,0.0,0.944,1.047,1.421,0.0,0.0,0.752,0.0,3.006,1.072,14.423,17.819,1.389,0.0,1.175,0.0,0.041,1.522,0.013,0.631,27.559,0.192,1.031,0.044,0.164,3.035,4.28,0.25,0.232,0.243,0.338,1.073,1.162,0.695,0.403,1.186,0.06,0.782,0.802,0.379,2.124,0.007,1.365,38.555,0.322,0.507,1.099,0.137,0.472,0.869,0.796,0.885,0.046,3.338,0.588,0.394,0.605,0.499,0.348,1.306,0.139,1.538,2.922,0.066,0.386,0.033,1.695,0.029,32.725,1.609,1.049,2.179,0.196,0.669,3.681,0.008,0.042,0.077,0.206,0.599,0.047,32.126,0.16,0.0,20.596,7.844,0.535,0.009,2.022,2.09,808.805,345.233,0.19292754,0.33376837,0.06439311
Pareto solution 1,7.578082192458055,12.952581870688448,6.996582217531909,12.953082055984524,8.166582056534821,7.01758188498377,7.000582426961955,9.768582237557894,7.000082162107219,7.567082093877389,8.647581940843963,6.97408175551584,6.97408175551584,7.44608228242862,7.497582194287361,7.684581960750847,6.97408175551584,6.97408175551584,7.350081711392477,6.97408175551584,8.477082322251476,7.510082450962955,14.185582163992489,15.883582100575438,7.6685817594999435,6.97408175551584,7.561582362821696,6.97408175551584,6.994582431051526,7.735081979369397,6.980582016281005,7.289581487433452,20.75358185747507,7.070082326551983,7.489581775427268,6.996081952677173,7.056081911781462,8.491581728938172,9.11408241846641,7.099081776394655,7.090082100763652,7.095581831819345,7.143082170717321,7.51058207934841,7.555082102056531,7.32158188993526,7.175582201604584,7.567082093877389,7.004082371537265,7.365082019403189,7.3750822247436645,7.1635815733144454,8.036082304600313,6.97758170009115,7.656581767679086,26.25158235319327,7.1350817518572285,7.22758174184878,7.523581964409459,7.0425817618656765,7.21008201897223,7.408582148871119,7.37208190855381,7.4165819312619305,6.997081845917364,8.643082103028462,7.268082191596136,7.171081727319802,7.276581602372403,7.223581532418734,7.148081636918278,7.627082052981677,7.043581655105868,7.743081761760209,8.435081714409193,7.007082051257839,7.167081517889756,6.99058222162148,7.82158197345052,6.9885824351410974,23.336581051618623,7.778582108837327,7.498582087527552,8.063582232817339,7.072082113032366,7.308582004874211,8.81458193309578,6.978081964945886,6.995082059436982,7.012581782313532,7.077082215702603,7.273581922651829,6.9975821107721,23.037081520951915,7.054082125301079,6.97408175551584,17.27208248015819,10.896081840333068,7.241582156619302,6.9785815933313415,7.9850820211270275,8.019082210109218,411.3765690315704,179.59058762901986,0.1929275,0.3337682,0.06439306
