,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,496.248,495.064,54.307,438.532,312.158,18.132,143.623,45.637,77.212,18.056,24.593,9.055,0.13529402,0.25445247,0.034425896
Pareto solution 1,336.9830123650827,336.391038632275,116.01253050745254,308.12504193722634,244.93802559377855,97.92503186303838,160.67053209968594,111.67753727793024,127.46503184367612,97.88702910145275,101.15553330377406,93.38653631367379,0.13529392,0.2544524,0.034425862
