,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,343.153,16.692,13.944,322.155,12.496,13.227,304.143,283.759,11.326,157.549,149.356,23.758,255.685,232.431,193.551,126.462,14.676,27.677,7.173,74.571,5.996,10.609,57.492,5.962,14.299,12.337,1.208,1.258,5.982,2.515,0.15997066,0.27344546,0.04374325
Pareto solution 1,216.600527883239,53.37002796972274,51.99602985904767,206.10151880895864,51.27203100658721,51.63752863832656,197.09552430856775,186.90352866376452,50.6870272951212,123.7985253544773,119.70203070054936,56.90303026546462,172.86652515068545,161.23952754179345,141.79952625090596,108.25502814440358,52.36202939990676,58.86253062820788,48.61052821119529,82.30952842938177,48.02203134699653,50.32852944291767,73.77002982339741,48.00502707024157,52.17353052452427,51.19252725461206,45.6280292698425,45.65303040733761,48.01503156746071,46.28152841782503,0.15997067,0.27344537,0.043743238
Pareto solution 2,343.15300494736084,16.69199838329314,13.94400216194299,322.15498006176495,12.496006141280873,13.227001404759562,304.14298769246557,283.7589997713767,11.325998718348842,157.54899146854348,149.35600216068758,23.7580029747769,255.6849860081834,232.43100089595214,193.55099662991836,126.46199789052542,14.676002927919967,27.677003700263413,7.173002234755813,74.5709993026112,5.996006822099503,10.608999645424205,57.49200209064247,5.961998268589582,14.299006861413773,12.336995268812984,1.2079976150150742,1.2580032585228764,5.982003894510285,2.514999279497715,0.15997066,0.27344543,0.043743245
