,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,3.788,6.065,489.286,4.817,37.627,66.26,11.536,66.966,127.344,378.8,4.039,1935.206,1810.826,91.576,0.17710209,0.27471033,0.048651773
Pareto solution 1,-85.16029035530346,-82.31401190140787,521.7122306298089,-83.87405355275723,-42.8615595584597,-7.070267101036507,-75.47530801939183,-6.18777915468695,69.28471444901174,383.6046989268458,-84.84654490171124,2329.112288748147,2173.637294096443,24.574678326374396,0.17710207,0.2747103,0.048651762
Pareto solution 2,181.68457727271561,182.82308298357748,424.4335785783901,182.19906065234136,198.60406392075674,212.92057806837784,185.55857020708027,213.27357891761403,243.46257068839714,369.1905671376697,181.81006978345613,1147.3936032433994,1085.2036053827178,225.57856474538676,0.17710207,0.2747103,0.048651762
Pareto solution 3,3.787998854036232,6.065019726920582,489.286013279336,4.816984515608965,37.62698160127911,66.26001462210161,11.535984722765534,66.96600686941338,127.34399986214021,378.79998833045374,4.038993326677883,1935.2060602465644,1810.8260645252012,91.57597379937852,0.17710207,0.2747103,0.048651762
Pareto solution 4,92.73628806337592,94.44405135524903,456.85979592886304,93.50802258397516,118.11552276101793,139.59029634523972,98.5472774649229,140.1197928935137,185.40328527526867,373.99527773406174,92.924531555067,1541.299831744982,1448.0148349539595,158.57726927238264,0.17710207,0.2747103,0.048651762
