,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,515.383,27.535,26.093,549.574,115.996,21.61,873.778,1932.538,0.16544458,0.25442,0.042092413
Pareto solution 1,511.59817509619086,267.67417984926215,266.9531659713648,528.6936650626799,311.9046872245344,264.71166730810364,690.7956861284438,1220.175651628204,0.16544455,0.25441998,0.0420924
