,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,187.533,16.851,17.812,143.926,22.243,348.834,21.241,18.394,108.059,227.168,19.112,57.535,957.884,121.712,23.388,92.356,9.564,12.222,839.966,121.727,202.492,13.006,815.275,12.445,6.497,10.688,117.241,39636.766,1431.185,16.663,50.991,7.998,715.355,47.769,39629.676,15.314,94.56,10.393,7.89,24.879,260.78,49.96,1282.127,1263.839,374.997,16.727,37.631,95.477,5.371,12.872,23.223,18.917,39470.895,20.412,25.285,29.254,0.17420726,0.26127684,0.04551632
Pareto solution 1,1247.5378099442169,1162.1969301301287,1162.6773397790676,1225.734379017813,1164.892804479954,1328.1883814612956,1164.3918984105403,1162.968388949812,1207.8008706295368,1267.3553360790538,1163.3274068955507,1182.5387679242122,1632.713353610583,1214.627302644949,1165.4653819035448,1199.9493531204353,1158.5533277445356,1159.8822892011376,1573.7544083520916,1214.6349061557703,1255.0173504804407,1160.274365889578,1561.4088853601424,1159.993895516498,1157.0199310230673,1159.1153263704618,1212.3918704634707,20972.153406298254,1869.363900417171,1162.1029110658856,1179.2668780415552,1157.7703644823923,1511.4488604524377,1177.6558593922236,20968.60950908065,1161.4283804798033,1201.0513993671339,1158.967884378013,1157.7162803793326,1166.2107904339791,1284.1614091062365,1178.751293890382,1794.8348493448793,1785.6908672311183,1341.2699243007519,1162.1349119288207,1172.5868962563109,1201.5098580109188,1156.4568745173747,1160.20745499435,1165.3828672817617,1163.2298174870957,20889.21774836816,1163.9774740120338,1166.4137711141666,1168.3983535560255,0.1742072,0.26127684,0.045516305
