,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,611.107,8.092,84.545,190.23,12.993,0.135,0.307,0.918,0.16999684,0.25053754,0.042590592
Pareto solution 1,486.71545707385667,34.45421799186988,91.79396705481,171.0577143027998,38.12997093570357,28.486472264288295,28.615470907739564,29.0737136176931,0.16999684,0.2505376,0.042590603
Pareto solution 2,859.8900434812094,-44.63243468276414,70.04706418102705,228.57455498745185,-37.28092879509677,-56.567926137927316,-56.30992885102478,-55.3934434311177,0.16999686,0.25053754,0.042590596
