,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.091,17.742,0.434,0.011,1.054,2.076,1.556,1.572,0.013,0.397,182.291,179.542,0.349,0.677,19.844,5.814,0.473,8.738,0.085,1.093,8.35,171.045,3.811,0.152,217.552,4.199,3.55,0.51,0.169,0.08,0.475,197.628,1.745,0.024,170.072,0.074,0.929,1.035,0.28,2.922,4.465,1.301,0.795,13.25,0.642,197.579,196.922,167.1,0.117,195.431,182.301,0.374,181.701,17.115,1.281,2.594,0.429,0.0,0.134,11.014,0.18704973,0.43500996,0.0813685
Pareto solution 1,19.9038241990811,28.729324003939837,20.075323712299905,19.86382554445572,20.38532428879762,20.896323826426396,20.63632376884061,20.644323059639646,19.864824630569274,20.056823014157544,111.003827786888,109.62933176522347,20.032822941130235,20.19682270660678,29.780324084367976,22.76532346169506,20.09482349655582,24.227323142243222,19.900822539480032,20.404824073053533,24.03332438579764,105.38082589822352,21.763824357122076,19.934324933737116,128.6343263256058,21.95782421388276,21.633323684957304,20.11332419469818,19.942823767592927,19.898324824196152,20.09582258266937,118.67232865586811,20.730823231149316,19.870324005454222,104.89432817730903,19.89532536522529,20.32282419031526,20.37582416819805,19.998323661389804,21.319324563375176,22.090823701646514,20.508823655961805,20.255823803061503,26.483324505234805,20.179323295208178,118.64782243789341,118.31932116325333,103.40833062436377,19.916823321708307,117.57382687212703,111.00882321745576,20.04532472133087,110.708828906505,28.415824425414485,20.49882399230546,21.15532479789863,20.07282379638582,19.858323968940567,19.925324356194324,25.36532403755291,0.18704975,0.43501,0.081368506
