,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,20.026,47.354,32.406,4316.791,17.532,172.894,216.984,233.292,29.414,188.43,39.085,464.376,31491.463,38.929,4405.878,455.725,615.304,21.846,87.5,24.9,35.462,723.882,508.27,532.704,39.868,321.503,38648.395,256.286,51.459,303.902,13.628,26.34,326.362,49.274,371.013,38738.285,998.083,17.378,183.415,10.619,35.657,32.555,12.341,26.92,13.789,29.333,35.742,38925.992,0.20123738,0.33655363,0.06772717
Pareto solution 1,20.02595849626232,47.35398756607174,32.40593448187428,4316.791025291515,17.531959814943548,172.89405892783543,216.98384790459386,233.2920293058196,29.414107584518206,188.4298817490344,39.08513603870961,464.3758569684651,31491.461889280123,38.92893380230089,4405.877912056514,455.72522835211566,615.3039529478483,21.845965020482254,87.49985982355429,24.899954032327514,35.461820994161826,723.8820401559933,508.2701274996507,532.7040888948904,39.868044721195474,321.50287806662527,38648.39212306781,256.2859396654021,51.45888822287088,303.9021193641165,13.628042404990993,26.340232768037822,326.36207309924066,49.27395441359113,371.0127632067379,38738.283246420266,998.0829221686654,17.37811047908326,183.41501578013413,10.618834403583605,35.65711173968157,32.554926216602325,12.340854004964058,26.919729403110978,13.789178142549645,29.333122265641578,35.74189205944276,38925.99431257328,0.20123735,0.33655363,0.06772716
