,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.002,0.0,2568.701,0.004,2568.929,0.0,150.966,8.806,1022.291,41.588,1.589,4.222,123.057,34.026,4.275,7.931,94.496,108.557,68.714,32.742,220.314,141.295,3002.959,41.542,0.18204333,0.30866614,0.05619061
Pareto solution 1,-213.47626679277892,-213.4792915504222,3639.5721475245664,-213.4732951010592,3639.914316599723,-213.4792915504222,12.969720073604549,-200.2702810540286,1319.9571498834557,-151.0972736404001,-211.0957825275109,-207.14629810015322,-28.893827830208465,-162.44027400050254,-207.06680534665065,-201.58276054159796,-71.73527457350428,-50.6437987246245,-110.4082868888072,-164.36630169634736,116.99169261849238,-1.5367787869508902,4290.959330994636,-151.16631240696006,0.18204333,0.3086661,0.056190606
Pareto solution 2,-106.73712328069496,-106.73964391206437,3104.1365542115527,-106.73464908200867,3104.421703951837,-106.73964391206437,81.96786466908452,-95.73213627060977,1171.1240561772938,-54.75463009258601,-104.75338970959183,-101.46214826463347,47.08157696032049,-64.20713039267139,-101.39590540892141,-96.82587138799772,11.380369129827159,28.956599003893643,-20.847143344005417,-65.812152367002,168.65284178982438,69.87911561862165,3646.959215947598,-54.812160186972505,0.18204331,0.30866614,0.056190606
Pareto solution 3,213.4803072555569,213.47929900300915,1497.8297742725117,213.4812889751429,1497.9438660081796,213.47929900300915,288.96229845552443,217.88229807964672,724.6247750588082,234.27330055085622,214.27378874416536,215.59030124192577,275.00779133190736,230.49230043082207,215.61679440426633,217.444796072803,260.7273002398215,267.7577921894481,247.83628729039992,229.8502956210341,323.6362893038204,284.1267988353393,1714.958870806484,234.25029647299016,0.18204331,0.30866614,0.056190606
