,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,108.748,42.222,1698.219,53.554,2792.014,30.733,18.211,21.509,3768.021,2667.922,2274.305,85.981,88.232,71.815,37.911,22.702,1059.168,173.278,2041.052,399.267,38.374,48.674,97.206,80.999,48.431,59.957,545.211,1332.341,151.959,1510.349,55.157,165.088,248.426,20.84,992.072,38.772,1.185,1.291,3.291,0.497,6.842,1.461,1.12,9.904,7.908,27.543,1.917,1.041,6.503,1.665,2.282,113.463,46.975,11.413,0.403,1.788,0.21741073,0.34423584,0.07484056
Pareto solution 1,-43.46021188014129,-143.2491876867134,2340.7463427280745,-126.25122546369676,3981.4387685818656,-160.48272121663103,-179.26570905388508,-174.31866210879525,5445.449051247386,3795.3011030056514,3204.8749606225756,-77.61067585551791,-74.23421979016348,-98.85971263971442,-149.71569183639076,-172.52923097946768,1382.169718321391,53.33479567120958,2854.9956841832172,392.31829897684247,-149.02120445756736,-133.57121153680055,-60.77319318219088,-85.08371645287843,-133.93568128521656,-116.64670756539999,611.234302390998,1791.9290528675483,21.356300135463243,2058.9411844625793,-123.84665572733866,41.04979409146836,166.0567797771364,-175.32222854630527,1281.5257755863058,-148.42423241276265,-204.80467803236024,-204.64573298792675,-201.64572571202007,-205.83670706736302,-196.31921046713978,-204.3907081143916,-204.90224286654848,-191.72618873469037,-194.72020649008118,-165.26770460660555,-203.70671477151336,-205.02074627245747,-196.82772570895395,-204.08469806621724,-203.15919339609172,-36.387726654800645,-136.11967826604814,-189.46269448155726,-205.9776835502489,-203.9002109342946,0.21741074,0.34423587,0.074840575
Pareto solution 2,184.85209934413024,134.95760525332298,1376.9553580856746,143.4565863648313,2197.3016081376973,126.34084158212477,116.94935075725834,119.42286185476087,2929.306774220542,2104.23277534959,1809.0197041580523,167.77685498139954,169.46509229535855,157.15234277682248,131.7243562722449,120.31758670070644,897.6670582573752,233.24959383852388,1634.0800411882883,402.74134839174087,132.0715937741354,139.7965995158006,176.19560250558425,164.04034705776166,139.6143584540714,148.2588484077403,512.1993502921787,1102.5467379054962,217.2603522581719,1236.0527913279693,144.65886813924976,227.10709304865327,289.6105905321282,118.92108791728765,847.3450930773538,132.37008907781956,104.17985698673897,104.25933569647691,105.75933933443025,103.66384865675877,108.42260005063099,104.38684503948389,104.13108385092664,110.71909854181331,109.2220958516391,123.94834988713751,104.728841710923,104.07183214797215,108.16833624220271,104.53985315733166,105.00260239863383,188.38833267551877,138.52235996365562,111.85085185590106,103.59336350907643,104.63209362953239,0.2174108,0.3442358,0.07484058
Pareto solution 3,108.7479956027064,42.22200760664418,1698.2190196331412,53.55398242198862,2792.01399495242,30.732987315872833,18.210997486877204,21.509020533575494,3768.0208665628234,2667.9222179016106,2274.3047896462267,85.98101136909372,88.2319882668512,71.81499097131018,37.91100690269968,22.701980807315067,1059.1679449453804,173.2779944494191,2041.051922186598,399.2669985867748,38.37399436356782,48.67399583160022,97.20600394299254,80.99899255421496,48.43101187430875,59.95699641669353,545.2110009917851,1332.340842892847,151.95900155060235,1510.3489223728393,55.157026850386956,165.0879933962583,248.42598694713092,20.839982429423344,992.0719872470045,38.771981914292155,1.1850119803725647,1.290979468342357,3.290984318946812,0.4969967487181748,6.841996544707399,1.4609939881920582,1.1199749451016032,9.90400278297875,7.90799507106567,27.542998389223158,1.916989550110884,1.040972674495606,6.502982258483826,1.6650027494820279,2.2820038003919763,113.4629795654123,46.9750138870877,11.413003076748282,0.403014489301313,1.7879921082567307,0.21741077,0.34423584,0.07484058
