,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,975.222,988.662,2047.623,887.026,2185.352,54.699,2215.276,6.713,44.712,6.173,23.913,8.084,2241.77,4.513,5.173,4.429,286.108,4.953,6.612,9.794,4.458,4.538,19.941,12.762,54.793,4.023,66.81,10.068,4.964,74.893,3.66,264.592,250.714,3.922,4.372,83.381,16.927,4.2,48.967,26.788,72.085,242.173,3.587,227.434,2.498,232.053,134.015,4.1,2.672,50.743,40.65,4.636,35.69,31.7,23.773,2.464,3.412,2.506,17.464,3.624,21.213,9.069,3.151,2.642,2.796,2.563,480.831,361.926,0.18503495,0.37380666,0.06916729
Pareto solution 1,975.2219501221552,988.6619359073229,2047.6230128044263,887.025974732358,2185.352036663331,54.6990011325106,2215.275946266018,6.713000790099613,44.712008722126484,6.173007921199314,23.912992661818862,8.083989531849511,2241.7700100112706,4.513003069907427,5.1729956708149984,4.429008392617106,286.1080027492717,4.952991553698666,6.6120049328310415,9.79400645091664,4.457978340098634,4.537991328397766,19.940993237192743,12.761988235637546,54.79299348325003,4.023002518340945,66.8100034147501,10.067988524446264,4.96400834992528,74.89299007039517,3.6599973051343113,264.5920091269363,250.71400545827055,3.921986910630949,4.372000718489289,83.38100297842175,16.927004774217494,4.19999017403461,48.967000371660106,26.788001218577847,72.0850145118311,242.17300359718502,3.5870154739823192,227.43400560395094,2.4979958842741325,232.05299344508967,134.01499437872553,4.100005539366975,2.671989373047836,50.74300351552665,40.65001048601698,4.636012769187801,35.69000707939267,31.699995252187364,23.77300153300166,2.4639935243176296,3.411994962254539,2.5059987631393597,17.46400347619783,3.623992250417359,21.213004616787657,9.069003297016025,3.150992878829129,2.6420082029653713,2.7960102949291468,2.563006437267177,480.83099392964505,361.92599728982896,0.18503493,0.37380683,0.06916732
