,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,18.877,7.644,253.678,11.524,0.162,8.788,4.06,81.395,13.493,404.961,30.02,8.724,9.007,8.678,15.33,22.962,2.294,18.811,19.033,6.512,81.012,73.886,29.83,16.481,85.454,166.013,74.038,191.372,252.869,7.89,1429.193,23.297,260.673,90.43,2157.688,1527.135,337.814,6.471,580.583,303.027,0.17547408,0.33087003,0.058059115
Pareto solution 1,117.45236669611586,111.83586924895826,234.85286671264817,113.7758733756209,108.0948701360885,112.40786552066402,110.04386802074805,148.71136167674467,114.7603698736566,310.4943681309842,123.02387514259681,112.37587199502559,112.51737378751022,112.35286549048669,115.6788717249974,119.49487271635371,109.16087635547592,117.41936937276841,117.53037323083208,111.2698688159171,148.51986536883305,144.95686855843087,122.92887141580104,116.25437118333866,150.7408722219443,191.02037068206027,145.03286749772906,203.69986754899617,234.4483716046252,111.95887152124851,822.6103809895794,119.66236545891479,238.3503724594343,153.22886905496216,1186.8578762877005,871.5813730720329,276.9208648985632,111.24936843720207,398.3053723374378,259.5273748308791,0.17547409,0.3308701,0.05805913
