,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,63.505,5.313,4.754,9.324,1.794,5.166,1.091,4.762,9.908,5.162,5.748,546.765,464.933,3.453,13.73,2.9,2.558,3.886,77.434,1081.005,4.539,2.798,1.246,52.873,97.962,299.485,3.562,1083.084,4.289,2.724,4.457,3.342,1.439,5.11,3.617,1084.153,1.821,12.811,45.777,21.003,3.388,4.38,46.717,50.401,0.18433316,0.35813326,0.06601583
Pareto solution 1,36.6873973188267,-50.6005907850049,-51.43909993299167,-44.584114990066155,-55.87910540391749,-50.82110230532999,-56.93358956440352,-51.42709849997482,-43.70811194344424,-50.82709455820441,-49.948112312413286,761.5774131627986,638.8294646293507,-53.390610806964105,-37.97510017854802,-54.22009772110323,-54.733112432586495,-52.7411115335417,57.58089349234797,1562.9374371091835,-51.76159824305796,-54.373103296617046,-56.70109353832959,20.739397157085477,88.37289316460738,390.6573664905736,-53.22711032528605,1566.0558461304754,-52.13660493848147,-54.48409539293789,-51.88460869966366,-53.55710741507937,-56.41160340087663,-50.90509540917992,-53.144606821020716,1567.6593323742272,-55.83859845157713,-39.353606103220955,10.095395616241149,-27.06561136628443,-53.4881118706835,-52.00010344927432,11.505403186674812,17.031402927481395,0.18433319,0.35813332,0.066015854
Pareto solution 2,90.32260340044559,61.22660383932089,60.947100789991964,63.23210000278414,59.467103198167024,61.15310140981819,59.11560424618801,60.95110408887558,63.52409960771911,61.151103992193384,61.44410230594076,331.95261926131207,291.0366194895614,60.296602807757154,65.43510352935118,60.020104348499444,59.84910085527736,60.51310256556462,97.28710141964984,599.0725933889044,60.839604174514534,59.96910248999484,59.193105742757325,85.00660334653185,107.5511016630544,208.31259524026973,60.35110014710517,600.1120969172043,60.71460476391803,59.93210371394889,60.79860209958497,60.24110252777973,59.28960386584731,61.12510370853488,60.37860272579928,600.6465923317883,59.48060269440248,64.97560014385454,81.4586035382199,69.07160121071138,60.26410245318402,60.76010102850341,81.92860394578929,83.77060385939149,0.18433325,0.3581328,0.06601579
Pareto solution 3,76.91380188004086,33.26980518323944,32.850550609246056,36.278046254571564,30.630551047645895,33.15955048103115,30.10330579354013,32.85655344166298,36.71604671992827,33.156554354593936,33.59604865135225,439.3588177366837,377.98483077450874,31.87479940407684,39.58255260237638,31.460053831098776,31.203547533311394,32.19954904078804,87.36054943782437,840.0388043189741,32.68930357012141,31.383551043341868,30.219555922485597,68.93980179917025,102.75654953844264,253.8987880528457,31.956547529007366,841.5980342205221,32.50180233831816,31.328053937227196,32.62779939977281,31.791550042064955,30.364302049166326,33.11755392910618,31.997800339094283,842.399777342398,30.650802407907577,38.89329858208566,63.617801557725215,45.03729806646243,31.826048872217143,32.57004990905898,64.32280375601067,67.08580362641396,0.1843332,0.358133,0.0660158
