,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.986,0.065,1.464,2.089,53.14,2041.82,13.55,0.744,9.965,0.117,3.734,12.281,12.95,0.535,0.0,12.267,34.015,2089.345,553.678,1939.298,2.844,6.639,607.144,37.321,718.355,154.075,12.64,2.353,75.961,11.499,6.142,228.841,3.933,11.222,430.003,78.774,152.876,95.388,5.772,0.677,65.386,572.98,75.906,758.641,0.14036642,0.2722913,0.038220555
Pareto solution 1,-122.35524719685054,-123.73672023685504,-121.63822419371718,-120.70072487057769,-44.12424407911749,2938.895792102383,-103.50924032233888,-122.71821245089086,-108.88675712022814,-123.6587328508831,-118.23325256481621,-105.41270561030251,-104.40920977323549,-123.03171925088827,-123.83423561444215,-105.43372856778296,-72.81173582523479,3010.183239388105,706.6827140155801,2785.112640117004,-119.56822593738616,-113.87570737363421,786.8817774047056,-67.85274717937864,953.6982286743005,107.2782682011748,-104.87423759270314,-120.30474578701251,-9.89273371186573,-106.58572434746748,-114.62122816357441,219.4272748861622,-117.93472656859376,-107.00123142264783,521.1702819250786,-5.673223702244286,105.47977754756357,19.247763836552622,-115.17623424105841,-122.81871776020853,-25.755224750995694,735.635717928395,-9.975221567994595,1014.1272405585623,0.1403664,0.2722913,0.03822055
Pareto solution 2,0.9859888435630637,0.06500422146655183,1.4640041789853058,2.089001132318117,53.139990922051766,2041.8200033636313,13.549993426570836,0.74401070982276,9.964983525691423,0.11699710982793476,3.7339852649192835,12.281012674788144,12.950009899499491,0.5350074742045763,-3.4348313420196064e-06,12.267001262941449,34.014997722353655,2089.3449682207793,553.6779642828969,1939.29792280346,2.8440017188258935,6.639011499233675,607.1440013514602,37.32099015292442,718.3549714599503,154.07499781119986,12.639995246327999,2.3529910811685113,75.96099523812609,11.499001481058258,6.142001532413815,228.8410024300723,3.932998702593977,11.221996764271353,430.0030043650422,78.77400320892048,152.87600404212571,95.38799490145175,5.771997480757818,0.677005872564223,65.3860038074663,572.9799668914402,75.9060046317536,758.6409845736453,0.14036642,0.27229124,0.038220547
