,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,36.302,7.35,27.159,3.149,16.749,0.551,0.648,0.11,0.069,68.97,0.411,0.059,0.026,1.212,77.038,0.377,0.748,0.763,0.055,2.416,3.15,0.601,6.326,0.073,0.896,0.146,0.414,93.407,0.937,0.446,0.25,0.329,4.285,5.192,0.1660555,0.28545064,0.04740065
Pareto solution 1,23.4541462701784,8.978147193256547,18.882647332788792,6.877647323165718,13.677647442167313,5.578647022711209,5.627147253073474,5.358147173386612,5.337647600581761,39.788147847208165,5.5086474416331725,5.33264733581683,5.316147218458241,5.909147196022957,43.822148576995005,5.4916470915165405,5.677147494104702,5.684647547449515,5.330647436192407,6.511147581404032,6.878147212121178,5.603647315128114,8.466147448013231,5.3396471564036005,5.751147218234166,5.376147301414164,5.510147108499552,52.00664685416132,5.771647478644184,5.526147336902682,5.428147442069815,5.467647608418304,7.4456473521161115,7.8991471969737574,0.16605544,0.28545055,0.047400616
