,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,34.076,38.247,30.266,3817.864,379.679,36.18,649.889,34.079,1564.481,34.602,16.117,466.087,0.17812306,0.2771779,0.049371775
Pareto solution 1,34.076012475125026,38.24698617199101,30.265968434225215,3817.8640159007773,379.67898549191796,36.179996531984216,649.8889746132047,34.07898028119598,1564.4809823245741,34.6019807157536,16.11699266749565,466.0870044337935,0.17812303,0.27717793,0.04937177
Pareto solution 2,173.5063349178672,176.63456915817187,170.64880585484752,3011.347353357727,432.7085636885481,175.08432692816677,635.3660567694054,173.5085647400756,1321.310062304954,173.90080713068346,160.03707402980035,497.51457888686855,0.17812303,0.27717793,0.04937177
