,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,161.337,2.389,244.574,15.151,7.179,3.889,1.516,36.591,113.603,4.051,6.435,283.472,2.874,7.833,124.565,0.574,2.825,17.867,289.606,3.345,1.778,289.097,9.134,3.174,7.683,0.756,1.116,5.758,0.435,3.929,288.619,0.256,2.546,221.059,0.224,1.952,5.041,17.517,3.058,31.427,3.394,1.052,2.245,1.936,0.246,90.461,0.014,0.343,0.22159441,0.31744176,0.070343316
Pareto solution 1,104.87606589126335,25.40206619454375,146.49456374745387,31.783066148325133,27.797065202358,26.15206549509412,24.96556376261833,42.50306508346955,81.00906273890087,26.23306484743466,27.42506647762889,165.94356221156886,25.644566346202737,28.124064886603264,86.49006704029807,24.494566878957357,25.620065084482576,33.14106591814584,169.01056209313901,25.88006613737025,25.096565497135543,168.75605554062167,28.77456407484806,25.794565396710595,28.049064686680822,24.585566167998422,24.765565028607853,27.086565044573035,24.425065227416326,26.17206536849517,168.51706096655653,24.3355664011483,25.480565225374903,134.73706699428476,24.31956596269265,25.18356535123121,26.72806508745316,32.966065001881134,25.736564144643125,39.92106550521737,25.904566049753385,24.733566850370607,25.330065570830357,25.17556648134041,24.330565758129524,69.43806460279598,24.214565952668636,24.37906362952208,0.22159454,0.31744158,0.07034332
Pareto solution 2,189.56746880530682,-9.117532460497728,293.61370534976095,6.834968435958501,-3.1300339289593353,-7.242530161110722,-10.208786516305736,33.6349672918237,129.89995687638952,-7.040034816267678,-4.060028716776571,342.23621770209274,-8.51128005734472,-2.3125337063434017,143.60247370189916,-11.386280749463708,-8.572535235650662,10.229967860510271,349.903709309996,-7.922532603431478,-9.881284204018243,349.2674510247248,-0.6862857357314169,-8.136281419072304,-2.500033194146738,-11.158782526861046,-10.708783351331931,-4.906283311418974,-11.560030830305209,-7.192532501613641,348.6699645895619,-11.783777895975277,-8.921284883419844,264.2199634668382,-11.823781016119938,-9.663780520768,-5.802535228224201,9.792467593854042,-8.281285561243749,27.17996834619325,-7.861281810470871,-10.788776772919505,-9.29753401978121,-9.683777695494996,-11.796281527527753,100.9724645721356,-12.086281041179973,-11.675038873051903,0.22159447,0.31744167,0.070343316
Pareto solution 3,133.10653352927784,13.895533309529924,195.53427761488956,23.467033577536256,17.488032158585554,15.020533609692507,13.240780336310308,39.54703248625427,97.30602745139709,15.142031626200549,16.930034746160402,224.70778070841016,14.259284211686918,17.97853202228771,105.52753592749843,12.534284336150336,14.222531644438163,25.504033232267318,229.30827783209133,14.612533223769674,13.437282263417615,228.92652070198938,18.9542808046549,14.484283124782962,17.866032059738302,12.670783269711933,12.940782235294591,16.422282259242365,12.430033208175814,15.050532745125565,228.56802884089166,12.295784968773773,14.013281855776654,177.8980324851359,12.271783636421787,13.56778339389814,15.88453164889404,25.24153253253877,14.3972809093475,35.674033118876,14.649283429678633,12.892785642607237,13.787532373959834,13.555785089061942,12.288283329577098,79.94953125924252,12.114283621385766,12.361029461997418,0.22159451,0.3174416,0.07034332
Pareto solution 4,161.33700116729233,2.389000424516098,244.57399148232525,15.151001006747379,7.178999114813109,3.8890017242908925,1.5159969100022863,36.59099988903898,113.6029921638933,4.050998404966435,6.435003014691915,283.47199920525145,2.874002077171099,7.832999157972154,124.5650048146988,0.5740017933433137,2.8249982043937507,17.867000546388795,289.60599357104365,3.345000310169098,1.7779990296996857,289.0969858633571,9.133997534461741,3.174000852855329,7.682999432795782,0.7560003714254435,1.1159994419813302,5.7579994739116955,0.4350011889353027,3.929000121755962,288.6189967152268,0.25600353639924833,2.545998486178405,221.05899797598704,0.22400131015092484,1.9520014365650695,5.040998210334919,17.517000063196406,3.057997674051876,31.427000732534623,3.394000809603881,1.052004434843866,2.244999177089312,1.936003696783473,0.2460009010246722,90.46099791568906,0.014001290102896746,0.34299529447275745,0.2215945,0.31744164,0.07034332
