,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,65.931,293.304,27.595,39156.871,16.15,453.31,32.164,3166.958,1209.362,18.298,89.303,6957.119,31.755,40.114,53.763,415.083,1329.894,42.707,7144.898,1217.809,4236.78,30.699,41.103,12.314,40.975,34.325,46.105,39606.574,7363.384,15.166,1417.043,43.226,13.607,4366.144,7652.142,675.89,39.898,39923.277,15.649,308.393,42.665,1478.026,65.033,43.554,17.428,40.698,50.184,17.219,9174.709,155.816,1808.189,58.885,2291.071,50.86,1929.169,2306.222,2743.059,18.696,18.679,1886.963,220.612,48.559,3547.442,45865.586,58.294,308.376,167.758,95.363,42.365,46207.566,303.16,14467.739,0.16836411,0.26923844,0.04533009
Pareto solution 1,-970.277062499259,-686.0609112870588,-1018.1972969015551,47893.39777174548,-1032.5035348518577,-486.05332449188427,-1012.4859196701109,2906.0064984798537,459.0117007469562,-1029.8186260687362,-941.0623178210844,7643.70788490403,-1012.9972415523662,-1002.5486843726758,-985.4867834288998,-533.8373181304232,609.6765463252814,-999.307199745348,7878.431485928337,469.57043975111446,4243.283692381798,-1014.3168295239993,-1001.3121019044447,-1037.2986989330093,-1001.4722466569219,-1009.784489599293,-995.0595527347141,48455.52413011383,8151.538747237388,-1033.7332134969693,718.6124901122821,-998.6585596240511,-1035.6827254451418,4404.989023147637,8512.486582521702,-207.8284147396662,-1002.8189311366368,48851.404831504915,-1033.1298273376233,-667.2000256830106,-999.3593575304185,794.8413523849413,-971.3992729613601,-998.2483208860831,-1030.9056789113674,-1001.8181162232613,-989.9605805298124,-1031.166946714624,10415.695307348651,-857.9211323461241,1207.5452340845368,-979.0852234179656,1811.1476866172598,-989.1166380365685,1358.770087465382,1830.0862502080254,2376.132886214198,-1029.321151739212,-1029.3423819929667,1306.012627539345,-776.9258785730599,-991.9920604125946,3381.611282223813,56279.29053952944,-979.8237728657841,-667.2212958432574,-842.9934705020823,-933.4875468512473,-999.7344386489167,56706.76473177504,-673.7409790705715,17031.98257428565,0.1683641,0.26923832,0.045330066
