,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99,Node_100,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,49.985,13.445,6.416,13.648,10.442,31.239,12.545,21.34,10.096,17.767,13.785,8.555,19.824,17.913,19.475,17.695,61.958,55.565,2.424,71.241,3.723,49.689,25.286,112.207,6.705,110.013,51.582,129.347,121.325,9.748,1.773,43.21,6.47,250.235,34.63,96.461,4.823,3.721,6.209,60.129,142.893,10.611,10.611,190.548,1.063,284.411,2.945,67.335,235.343,0.439,229.661,0.013,3.675,2.335,0.005,1.384,15.251,65.07,0.439,234.399,3.264,233.481,250.902,0.4,14.156,0.755,0.002,0.012,0.0,0.0,0.004,0.112,0.041,0.098,0.053,0.106,2.122,0.24,0.136,0.804,0.487,0.804,0.12,189.195,196.689,194.987,0.536,0.172,0.067,0.079,0.123,0.068,0.117,0.117,0.004,0.008,0.043,202.965,0.672,0.016,0.0,0.0,0.0,0.0,203.198,342.582,0.536,0.536,0.183,237.071,238.863,25.548,21.777,180.493,35.833,36.996,0.23776247,0.45227352,0.10753366
Pareto solution 1,49.81341933641592,22.408417887111426,17.136669009893467,22.560668979692366,20.156169504648858,35.75391868697625,21.733418563465477,28.329668361436887,19.89666915270459,25.649918922862753,22.663418782820855,18.740920865176804,27.19266861609529,25.759418213296385,26.930918233080718,25.595918177175463,58.79316924092302,53.99841763480827,14.1426704830169,65.75541763000231,15.116919091767102,49.59141826051879,31.289168734540908,96.47991908411484,17.353420892172153,94.83442201137689,51.01116940942272,109.33492007856978,103.31841697613896,19.63567100170127,13.654417073242712,44.73216848240856,17.177171992782007,200.0009178625894,38.2971695226082,84.67041758131876,15.941915538536193,15.115418263179208,16.981417168995392,57.42141978836338,119.4944244464873,20.282919538209626,20.282919538209626,155.23566782305068,13.12192042427273,225.63292523739028,14.533417295227935,62.825917923629746,188.8319199532898,12.653920626613,184.5704223026171,12.334419850064478,15.080917988736473,14.07591663272001,12.32842138295905,13.362670416313506,23.762919626072772,61.127168095875376,12.653920626613,188.12392391036497,14.772669488209658,187.4354186441924,200.50117063019752,12.624668707934632,22.94166767695131,12.890921879665768,12.326167413501253,12.333670950534952,12.3246696144422,12.3246696144422,12.327668242089146,12.40866996652585,12.355418120368086,12.398166590033668,12.364419456460837,12.404169298479474,13.916168365115936,12.504670282349196,12.426668397370975,12.927668852697082,12.689917488303252,12.927668852697082,12.414668433631277,154.2209247140927,159.84141447137506,158.56492007054385,12.726668702674942,12.453669376120388,12.37491859161264,12.383915686365015,12.416919373560233,12.375670520671008,12.412417493702321,12.412417493702321,12.327668242089146,12.330668081547628,12.356920160767515,164.54841766806214,12.828668697415253,12.336666548653056,12.3246696144422,12.3246696144422,12.3246696144422,12.3246696144422,164.72316331524132,269.26116523118935,12.726668702674942,12.726668702674942,12.461917571343236,190.1279257316694,191.47193136500778,31.485669125375324,28.657419453878447,147.6944180025257,39.19941895482599,40.071668023265204,0.23776264,0.4522736,0.10753377
